fragment_description,3rd Ventricle,4th Ventricle,Right Accumbens Area,Left Accumbens Area,Right Amygdala,Left Amygdala,Brain Stem,Right Caudate,Left Caudate,Right Cerebellum Exterior,Left Cerebellum Exterior,Right Cerebellum White Matter,Left Cerebellum White Matter,Right Cerebral White Matter,Left Cerebral White Matter,CSF,Right Hippocampus,Left Hippocampus,Right Inf Lat Vent,Left Inf Lat Vent,Right Lateral Ventricle,Left Lateral Ventricle,Right Pallidum,Left Pallidum,Right Putamen,Left Putamen,Right Thalamus Proper,Left Thalamus Proper,Right Ventral DC,Left Ventral DC,Cerebellar Vermal Lobules I-V,Cerebellar Vermal Lobules VI-VII,Cerebellar Vermal Lobules VIII-X,Left Basal Forebrain,Right Basal Forebrain,Right ACgG anterior cingulate gyrus,Left ACgG anterior cingulate gyrus,Right AIns anterior insula,Left AIns anterior insula,Right AOrG anterior orbital gyrus,Left AOrG anterior orbital gyrus,Right AnG angular gyrus,Left AnG angular gyrus,Right Calc calcarine cortex,Left Calc calcarine cortex,Right CO central operculum,Left CO central operculum,Right Cun cuneus,Left Cun cuneus,Right Ent entorhinal area,Left Ent entorhinal area,Right FO frontal operculum,Left FO frontal operculum,Right FRP frontal pole,Left FRP frontal pole,Right FuG fusiform gyrus,Left FuG fusiform gyrus,Right GRe gyrus rectus,Left GRe gyrus rectus,Right IOG inferior occipital gyrus,Left IOG inferior occipital gyrus,Right ITG inferior temporal gyrus,Left ITG inferior temporal gyrus,Right LiG lingual gyrus,Left LiG lingual gyrus,Right LOrG lateral orbital gyrus,Left LOrG lateral orbital gyrus,Right MCgG middle cingulate gyrus,Left MCgG middle cingulate gyrus,Right MFC medial frontal cortex,Left MFC medial frontal cortex,Right MFG middle frontal gyrus,Left MFG middle frontal gyrus,Right MOG middle occipital gyrus,Left MOG middle occipital gyrus,Right MOrG medial orbital gyrus,Left MOrG medial orbital gyrus,Right MPoG postcentral gyrus medial segment,Left MPoG postcentral gyrus medial segment,Right MPrG precentral gyrus medial segment,Left MPrG precentral gyrus medial segment,Right MSFG superior frontal gyrus medial segment,Left MSFG superior frontal gyrus medial segment,Right MTG middle temporal gyrus,Left MTG middle temporal gyrus,Right OCP occipital pole,Left OCP occipital pole,Right OFuG occipital fusiform gyrus,Left OFuG occipital fusiform gyrus,Right OpIFG opercular part of the inferior frontal gyrus,Left OpIFG opercular part of the inferior frontal gyrus,Right OrIFG orbital part of the inferior frontal gyrus,Left OrIFG orbital part of the inferior frontal gyrus,Right PCgG posterior cingulate gyrus,Left PCgG posterior cingulate gyrus,Right PCu precuneus,Left PCu precuneus,Right PHG parahippocampal gyrus,Left PHG parahippocampal gyrus,Right PIns posterior insula,Left PIns posterior insula,Right PO parietal operculum,Left PO parietal operculum,Right PoG postcentral gyrus,Left PoG postcentral gyrus,Right POrG posterior orbital gyrus,Left POrG posterior orbital gyrus,Right PP planum polare,Left PP planum polare,Right PrG precentral gyrus,Left PrG precentral gyrus,Right PT planum temporale,Left PT planum temporale,Right SCA subcallosal area,Left SCA subcallosal area,Right SFG superior frontal gyrus,Left SFG superior frontal gyrus,Right SMC supplementary motor cortex,Left SMC supplementary motor cortex,Right SMG supramarginal gyrus,Left SMG supramarginal gyrus,Right SOG superior occipital gyrus,Left SOG superior occipital gyrus,Right SPL superior parietal lobule,Left SPL superior parietal lobule,Right STG superior temporal gyrus,Left STG superior temporal gyrus,Right TMP temporal pole,Left TMP temporal pole,Right TrIFG triangular part of the inferior frontal gyrus,Left TrIFG triangular part of the inferior frontal gyrus,Right TTG transverse temporal gyrus,Left TTG transverse temporal gyrus,Total Cerebral Grey Matter,Right Cerebral Grey Matter,Left Cerebral Grey Matter,Total Cerebral White Matter
F-Volume-age:series:19.884,0.0005718914,0.0011846686,0.0003080248,0.0003474074,0.0005487199,0.0005513812,0.0102360856,0.0021991819,0.002150489,0.0310848378,0.0309535491,0.0080536868,0.0082071912,0.1319563933,0.1300738537,0.0006370356,0.002081257,0.0019739605,0.0003155569,0.0002975017,0.004721099,0.0055526983,0.0006738421,0.0006776497,0.003227603,0.0033287578,0.0048375219,0.0050014115,0.002642179,0.0027437786,0.0029866482,0.0014345247,0.0017676334,0.0002891191,0.0002887602,0.0027305261,0.0031740694,0.0026281829,0.002754123,0.0013476032,0.0011499281,0.0072550043,0.0067734175,0.0021553695,0.0020683512,0.0025960208,0.0026770518,0.0032049638,0.0031365691,0.0010906843,0.0010730216,0.0013308881,0.0013424633,0.0026564043,0.0023929592,0.0048949598,0.0047366937,0.0015797838,0.0015968146,0.0044820769,0.0042742238,0.0079049406,0.007567549,0.0050617905,0.0047041111,0.0016991688,0.0017589971,0.0031680357,0.003246496,0.001274588,0.0012861302,0.0131159504,0.0132154119,0.003626462,0.0043207826,0.0028957801,0.0029841859,0.0006965193,0.0007366022,0.0017402061,0.001794845,0.005318642,0.004688519,0.0100399612,0.0097805867,0.0019634039,0.002320456,0.0027410903,0.0026957418,0.0024092733,0.0023040656,0.0011118017,0.0010819869,0.002752976,0.0029465564,0.0072719493,0.0072818472,0.0018287669,0.0019648837,0.0014724169,0.0014612505,0.0015186382,0.0016086799,0.0071173936,0.0081368314,0.0016567204,0.0017921781,0.0013391536,0.0014861586,0.0086100247,0.0088115446,0.0013249677,0.0014256367,0.0008082883,0.0008365189,0.0101102606,0.0101831521,0.0035835891,0.0036641845,0.005939605,0.0065233785,0.0029175639,0.0025693159,0.0072701153,0.0073045571,0.0050993773,0.0052111582,0.0054514529,0.0053119274,0.0025282857,0.0026768486,0.0009866843,0.0010912903,0.4001034084,0.1991157601,0.2009876482,0.262030247
F-Volume-age:series:19.9424,0.0005781044,0.0011957347,0.0003081639,0.000346901,0.0005467227,0.0005491938,0.0102261055,0.0022054341,0.0021540168,0.0309815481,0.0308561326,0.0080550289,0.0082248504,0.1319899554,0.1300818175,0.0006455861,0.0020791959,0.0019702298,0.0003159385,0.0002988191,0.0048413334,0.0056403214,0.0006782471,0.0006798908,0.0032338685,0.0033367813,0.0048443469,0.0050081355,0.0026452578,0.0027467157,0.0029973043,0.0014266363,0.0017567029,0.0002883753,0.0002881863,0.0027332744,0.0031710454,0.0026264353,0.0027490485,0.0013414535,0.0011419641,0.0072498929,0.0067600088,0.002172428,0.0020835818,0.0025927961,0.0026661548,0.0032117006,0.0031421729,0.0010853767,0.0010681249,0.0013292716,0.0013372323,0.0026549827,0.0023844112,0.0048913868,0.0047296758,0.0015730108,0.0015880926,0.0044957389,0.0042894474,0.0078766282,0.0075592687,0.0050795885,0.0047136341,0.0016930303,0.0017471452,0.0031572209,0.0032420144,0.0012722045,0.0012849928,0.0130626553,0.0131228612,0.0036267008,0.0043318757,0.0028841005,0.0029702109,0.0006950456,0.0007375548,0.0017316319,0.0017912649,0.0053122417,0.0046797233,0.0100021081,0.0097814598,0.001973889,0.0023255502,0.0027525667,0.0027016079,0.0024056239,0.0023029392,0.0011085453,0.0010781946,0.0027498596,0.0029500555,0.0072658513,0.0072658046,0.001822379,0.0019596059,0.0014715805,0.0014601122,0.0015213447,0.0016015723,0.0071077787,0.0081535558,0.0016483674,0.0017828827,0.0013348494,0.0014808163,0.0085592121,0.00877342,0.0013225465,0.001412503,0.0008057198,0.0008344604,0.0100717579,0.0101455787,0.0035802208,0.0036524947,0.0059351875,0.0065118117,0.0029229928,0.0025612913,0.0072772431,0.0073040497,0.005081484,0.0051835061,0.0054150128,0.0052789574,0.0025146454,0.0026690136,0.0009851655,0.0010833378,0.39944048,0.1988143406,0.2006261393,0.262071773
F-Volume-age:series:19.9976,0.0005819187,0.0012000255,0.0003083253,0.0003467104,0.0005471981,0.0005491996,0.0101945219,0.0022106425,0.0021561035,0.03083314,0.0307143851,0.008024151,0.0082085349,0.1320725575,0.1301639873,0.000651327,0.0020845101,0.001973895,0.0003170904,0.0003010343,0.0049497306,0.0057271691,0.0006787287,0.000679742,0.0032319949,0.0033361168,0.0048525654,0.005017014,0.0026439616,0.0027454283,0.0029917317,0.0014143728,0.0017423078,0.000288119,0.000288015,0.0027399948,0.0031788032,0.0026276856,0.0027464353,0.0013344183,0.0011333583,0.0072511322,0.0067599272,0.0021969762,0.0021047764,0.0025974358,0.0026616097,0.0032317895,0.0031576688,0.0010847069,0.00106687,0.0013322361,0.0013345249,0.0026559477,0.0023818924,0.0048964241,0.0047351031,0.0015685459,0.0015829718,0.004518417,0.0043207969,0.0078679638,0.0075756258,0.0051067615,0.004732161,0.0016878339,0.0017351175,0.0031531693,0.0032426684,0.0012730439,0.0012884496,0.0130326987,0.0130821032,0.0036391741,0.0043511981,0.0028736551,0.0029605759,0.0006965056,0.0007404834,0.0017271158,0.001791906,0.0053116293,0.0046829075,0.0099909946,0.0098041551,0.0019832284,0.002334161,0.0027650851,0.0027136396,0.0024092665,0.0023032737,0.0011071038,0.0010743917,0.0027545863,0.0029616492,0.007290275,0.0072833763,0.0018224411,0.0019601957,0.0014744943,0.0014626376,0.0015292959,0.0016042296,0.0071199232,0.0081855978,0.0016423769,0.0017776306,0.0013337197,0.0014767038,0.0085188782,0.0087545411,0.001321417,0.0014076997,0.0008052993,0.0008341767,0.0100502063,0.0101263607,0.0035826652,0.0036519046,0.0059401491,0.006525928,0.0029377627,0.0025593853,0.0072996838,0.0073212326,0.0050700338,0.0051656277,0.0054021084,0.0052636738,0.0025092589,0.0026695701,0.0009860391,0.0010807977,0.3996402987,0.1988975995,0.2007426991,0.2622365448
F-Volume-age:series:20.0501,0.0005826375,0.0012102119,0.0003089243,0.0003467346,0.000548456,0.000550501,0.0101844324,0.0022159684,0.0021564221,0.0307457668,0.0306544896,0.0080092887,0.0082046191,0.1322872494,0.13040146,0.0006582281,0.002091033,0.0019785503,0.0003176926,0.0003010956,0.0050538501,0.005788945,0.0006796982,0.0006802226,0.0032335293,0.0033377226,0.0048634065,0.0050303469,0.002646368,0.0027478764,0.0029960069,0.0014079664,0.001735729,0.000288247,0.0002884642,0.002753873,0.0031918012,0.0026299946,0.0027457888,0.0013300268,0.0011309047,0.0072579467,0.0067651515,0.0022139447,0.002117867,0.0026012843,0.0026585143,0.0032473937,0.0031624829,0.0010856383,0.0010665374,0.0013368512,0.001336209,0.002656568,0.0023838223,0.0049076005,0.0047482356,0.0015683874,0.0015806129,0.0045341052,0.0043538441,0.0078654026,0.0075995808,0.0051268681,0.0047490024,0.0016843744,0.0017286202,0.0031570806,0.0032496872,0.0012781507,0.0012947015,0.0130320826,0.0130795355,0.0036526703,0.0043722111,0.0028702128,0.0029592532,0.0006987026,0.0007433521,0.0017256969,0.0017905286,0.0053220586,0.0046920736,0.0099913152,0.0098308604,0.001986783,0.0023382007,0.0027762544,0.0027273964,0.0024127855,0.0023074284,0.0011084269,0.0010751935,0.0027621339,0.0029774677,0.0073175321,0.0073041269,0.0018231177,0.0019639711,0.0014783138,0.0014649188,0.001532257,0.0016046017,0.0071372442,0.0082352639,0.0016388868,0.0017756536,0.0013319913,0.0014724136,0.008493863,0.0087514273,0.0013176848,0.0014017123,0.0008066661,0.0008345334,0.0100410033,0.0101382651,0.0035895061,0.0036558599,0.0059414481,0.0065466487,0.0029512764,0.002551099,0.0073233739,0.0073416986,0.0050650038,0.0051536647,0.0054023872,0.0052574425,0.0025126071,0.0026802827,0.0009848234,0.0010755337,0.4002220539,0.1991392305,0.2010828233,0.2626887094
F-Volume-age:series:20.0989,0.0005836241,0.0012180331,0.0003090754,0.0003461114,0.0005492086,0.0005514929,0.0101762065,0.0022133837,0.0021474613,0.0305997451,0.0305369156,0.0079979833,0.0082037227,0.1325927336,0.1307278427,0.0006671869,0.0020953397,0.0019835916,0.0003170679,0.0002999163,0.0051418056,0.0058181434,0.0006813952,0.0006812985,0.0032309984,0.0033349612,0.0048640451,0.0050324737,0.0026474638,0.0027488831,0.0030000614,0.0014008641,0.0017234342,0.0002881724,0.0002886759,0.0027728713,0.0032050703,0.0026347729,0.0027483617,0.0013265689,0.0011290194,0.0072397859,0.0067436432,0.0022145218,0.0021160024,0.0026015172,0.0026486912,0.0032454226,0.0031563204,0.0010849181,0.0010647612,0.001338372,0.0013395477,0.0026548971,0.0023816919,0.0049059125,0.0047570315,0.0015664598,0.0015769099,0.0045296993,0.004367551,0.0078373555,0.0076085401,0.0051338614,0.0047555132,0.0016773867,0.0017232313,0.0031632401,0.0032481381,0.0012838578,0.0012995088,0.0130293611,0.01306403,0.0036457998,0.0043683777,0.0028639564,0.0029567337,0.0006981531,0.0007406466,0.00172248,0.0017829122,0.0053274888,0.0046953165,0.009962983,0.0098198327,0.0019822143,0.002331736,0.0027752679,0.0027329198,0.0024051781,0.0023135382,0.0011063654,0.0010755073,0.0027636654,0.0029870525,0.0073169342,0.007310834,0.0018216628,0.0019681,0.001481436,0.0014660408,0.0015301908,0.0015988784,0.0071284805,0.0082457113,0.0016345465,0.0017759185,0.0013293603,0.0014650665,0.0084534857,0.0087298163,0.0013121727,0.001392472,0.0008075766,0.0008348269,0.0100287102,0.010136323,0.0035880252,0.0036521384,0.005919576,0.0065427287,0.0029560027,0.0025332491,0.0073190833,0.007329537,0.0050530316,0.0051246713,0.0053894446,0.0052389987,0.0025099287,0.0026889653,0.0009840291,0.001069231,0.3998936874,0.1989370941,0.2009565933,0.2633205763
F-Volume-age:series:20.1466,0.0005829073,0.0012227832,0.0003088548,0.0003452903,0.0005508444,0.0005528332,0.0101802325,0.0022109245,0.0021415506,0.0305312828,0.0304984776,0.0080046567,0.0082096304,0.1329291943,0.131039192,0.0006734384,0.0021010689,0.0019900621,0.0003179304,0.0002978423,0.0052125939,0.0058355766,0.0006835675,0.0006834999,0.003227841,0.0033305274,0.0048673525,0.0050370688,0.0026501132,0.0027510957,0.0030066488,0.0013959566,0.0017140554,0.0002879116,0.0002887966,0.0027876007,0.0032139225,0.0026399643,0.0027500614,0.0013235831,0.0011270839,0.0072313658,0.0067324046,0.0022140837,0.0021203392,0.0025976468,0.0026442561,0.0032505415,0.00314087,0.0010865331,0.0010644948,0.001343594,0.0013453176,0.0026548556,0.0023793409,0.0049104189,0.0047671365,0.0015654976,0.0015739938,0.004524702,0.0043887099,0.0078185379,0.007613518,0.0051422904,0.0047671368,0.0016704211,0.001717197,0.0031691537,0.0032490496,0.0012904006,0.001304866,0.0130533559,0.0130665635,0.0036398901,0.0043747368,0.0028582396,0.0029531404,0.0006962996,0.0007379846,0.0017178394,0.0017761384,0.0053317682,0.0047018329,0.0099508735,0.0098122218,0.0019800108,0.0023307861,0.0027752741,0.0027427898,0.0024008503,0.0023257682,0.0011050469,0.0010739314,0.002769881,0.0030015866,0.0073307721,0.0073292267,0.0018246573,0.0019739227,0.0014830585,0.0014657708,0.0015244117,0.0015940381,0.007116049,0.0082593115,0.0016306837,0.0017747507,0.0013279773,0.001458232,0.0084184078,0.0087130325,0.0013077412,0.0013830117,0.0008082912,0.0008352714,0.0100331368,0.0101362279,0.0035903571,0.0036538256,0.0059085502,0.0065456583,0.0029653324,0.0025120148,0.0073262243,0.0073223706,0.0050515272,0.0051007749,0.0053833186,0.0052251916,0.0025137971,0.002702233,0.0009804587,0.0010616205,0.3998781399,0.1989137508,0.2009643891,0.2639683862
F-Volume-age:series:20.1926,0.0005835545,0.0012251465,0.0003086265,0.0003441758,0.0005517007,0.0005531622,0.0101894631,0.0022057037,0.0021331533,0.03050011,0.0304880654,0.0080249828,0.0082252877,0.133093661,0.1311681152,0.0006791109,0.0021006682,0.0019904641,0.0003200253,0.0002973332,0.005299148,0.0058765588,0.0006857049,0.0006856664,0.0032186363,0.0033220609,0.004859362,0.0050303708,0.0026517148,0.0027520328,0.0030226247,0.0013978504,0.0017067518,0.0002875522,0.0002887888,0.0027931956,0.0032127796,0.002644736,0.0027528657,0.0013210479,0.001123413,0.0072057847,0.0067036093,0.0022086188,0.0021230264,0.0025980651,0.0026473275,0.0032450012,0.0031238958,0.0010858701,0.0010613366,0.0013509946,0.0013512137,0.0026499276,0.0023768166,0.0049155587,0.0047792984,0.0015605493,0.001568368,0.0045139574,0.004399139,0.0078010894,0.0076198229,0.0051448241,0.0047722269,0.0016634513,0.0017102455,0.0031701725,0.0032519446,0.0012914385,0.0013049254,0.0130428931,0.013033781,0.0036274377,0.0043685191,0.0028490174,0.0029453444,0.0006901132,0.0007347536,0.0017067214,0.0017659003,0.0053166311,0.0046904768,0.0099306343,0.0097868746,0.0019774079,0.0023263889,0.0027693741,0.0027492732,0.0023998068,0.0023379151,0.0011027838,0.0010718369,0.0027705348,0.0030096959,0.0073302702,0.0073342105,0.0018268641,0.0019790569,0.0014826748,0.0014666365,0.0015174522,0.0015899149,0.007093581,0.0082695569,0.0016264394,0.0017699014,0.0013252971,0.001452817,0.0083786834,0.0087070564,0.0013030364,0.0013732764,0.0008070638,0.0008338407,0.0100326369,0.0101379518,0.0035894489,0.0036441832,0.0058905838,0.0065328143,0.0029719776,0.0024905877,0.0073270048,0.0073193307,0.0050449755,0.0050640154,0.0053776449,0.0052035771,0.0025192675,0.0027116709,0.0009760797,0.0010544715,0.3993760498,0.19863829,0.2007377598,0.2642617762
F-Volume-age:series:20.2376,0.0005809685,0.0012276893,0.0003091249,0.0003438408,0.0005538117,0.0005551481,0.0102442184,0.0022086077,0.002133731,0.030603478,0.030608974,0.0080779593,0.0082731965,0.1336445429,0.1316971323,0.0006796558,0.0021051791,0.0019945071,0.0003233362,0.0002962589,0.0052844357,0.0058078996,0.0006870553,0.0006878178,0.0032167153,0.0033208979,0.0048658476,0.0050386984,0.0026605304,0.0027610277,0.0030384906,0.0014051312,0.0017111163,0.0002876373,0.0002892111,0.0028040406,0.0032184719,0.002652887,0.0027579327,0.0013227859,0.0011240468,0.007205701,0.0066969596,0.0022104869,0.0021339406,0.0025966517,0.0026488666,0.0032552237,0.0031197718,0.001088788,0.0010622932,0.001358826,0.0013601709,0.0026460429,0.0023807724,0.0049362601,0.0048070752,0.0015586283,0.0015664742,0.0045035229,0.0044152159,0.0077946889,0.0076454073,0.0051646887,0.0047970498,0.0016599045,0.0017094567,0.003183634,0.0032640486,0.0012932678,0.001307446,0.0130791807,0.0130631846,0.0036285829,0.0043693804,0.0028487803,0.0029460441,0.0006881857,0.000734993,0.0017033922,0.0017661137,0.0053202283,0.0046991506,0.0099317325,0.0097824359,0.0019779993,0.0023321656,0.0027711192,0.0027652989,0.0024013729,0.0023586648,0.0011015667,0.0010706581,0.0027775004,0.0030211971,0.0073527339,0.0073543119,0.0018347172,0.0019892162,0.0014822488,0.0014675809,0.0015136182,0.0015903549,0.007103061,0.0082973307,0.0016258505,0.0017690349,0.0013244189,0.0014493572,0.0083759713,0.0087250311,0.0013033113,0.0013685683,0.0008066751,0.0008327598,0.0100696603,0.0101826224,0.0036028821,0.0036485969,0.0058715148,0.006540712,0.002988646,0.0024849165,0.0073441235,0.0073357924,0.0050570492,0.0050520925,0.0053898731,0.0052028576,0.0025327487,0.0027296834,0.0009736499,0.0010500959,0.4000334151,0.198912933,0.2011204822,0.2653416752
F-Volume-age:series:20.2818,0.0005728113,0.001217579,0.0003100291,0.0003440667,0.0005559461,0.0005575203,0.0102776115,0.0022113479,0.0021348266,0.0306384815,0.0306529506,0.0081195727,0.0083045815,0.1342037593,0.1322447701,0.0006788492,0.0021096657,0.0019983494,0.0003250661,0.0002940363,0.0052458517,0.0056858649,0.0006888181,0.0006901862,0.0032137649,0.0033156376,0.0048729931,0.0050470002,0.0026655456,0.0027664883,0.0030496258,0.0014122221,0.0017104143,0.0002876775,0.0002896639,0.0028276453,0.0032339654,0.0026573548,0.0027598865,0.0013266198,0.0011280185,0.0072074371,0.0067019968,0.002202198,0.0021360481,0.0025951806,0.0026489757,0.0032528111,0.0031057491,0.001092416,0.0010645453,0.0013600684,0.0013680699,0.0026456202,0.0023874451,0.0049604787,0.0048338351,0.0015615709,0.0015697729,0.0044879352,0.0044295519,0.0077996919,0.0076753462,0.0051735567,0.0048086347,0.0016581231,0.0017106,0.0031988175,0.003275757,0.0012988556,0.0013141435,0.0131358518,0.0131159125,0.003630119,0.0043744275,0.0028546488,0.0029520024,0.0006860358,0.0007331576,0.001700321,0.0017665182,0.0053387784,0.0047210633,0.0099310888,0.009778516,0.0019750121,0.002332762,0.0027669884,0.0027753467,0.0024016123,0.002379043,0.0010995981,0.0010697417,0.0027849384,0.0030328932,0.0073708048,0.007368587,0.0018429378,0.0019974127,0.0014816836,0.0014659813,0.0015110889,0.0015887203,0.007105855,0.0083009273,0.0016265529,0.0017670766,0.0013243797,0.0014467622,0.008382422,0.0087459275,0.001304746,0.0013656769,0.0008085446,0.0008334893,0.0101245442,0.0102260967,0.0036190175,0.0036615589,0.0058481306,0.0065460364,0.0029980515,0.0024763682,0.0073619607,0.0073530926,0.0050801352,0.005046775,0.0054161514,0.0052120924,0.0025441653,0.0027501936,0.0009728914,0.0010484637,0.400779928,0.1992512247,0.2015287032,0.2664485294
F-Volume-age:series:20.3255,0.0005661164,0.0012073039,0.00031014,0.0003432314,0.0005574134,0.0005584733,0.0102944958,0.0022047039,0.0021278973,0.030691685,0.0307092776,0.0081465367,0.0083232963,0.1344139057,0.1324563149,0.0006777779,0.0021120881,0.0020018014,0.0003283301,0.0002939676,0.0052070857,0.0055673102,0.0006876541,0.0006908529,0.003199747,0.0032998018,0.0048699827,0.0050453601,0.0026663865,0.0027674165,0.0030538576,0.0014199568,0.0017138335,0.000287252,0.0002896688,0.0028398926,0.0032373248,0.0026591829,0.0027606615,0.0013305226,0.0011328809,0.0072048088,0.0067032293,0.0021969641,0.0021403115,0.0025975001,0.0026492987,0.0032582733,0.003099178,0.0010963628,0.0010655175,0.001360807,0.0013771974,0.0026485625,0.0023939727,0.0049782736,0.0048599652,0.0015662258,0.0015749975,0.0044725129,0.0044435773,0.0078024359,0.007698422,0.0051816671,0.004825557,0.0016563541,0.0017126263,0.0032051404,0.0032787732,0.001302746,0.0013185284,0.0131850075,0.0131475221,0.0036281871,0.0043846579,0.0028605546,0.0029592503,0.0006837678,0.0007298945,0.0016995043,0.0017655025,0.0053530412,0.0047331192,0.0099341889,0.0097537876,0.0019738088,0.0023391469,0.0027620216,0.0027863894,0.0024034797,0.0023955959,0.001096823,0.0010703824,0.0027823778,0.0030373368,0.0073764841,0.007370565,0.0018485045,0.0020033617,0.0014807944,0.0014650066,0.0015070463,0.0015884795,0.0071137494,0.0082882171,0.0016265893,0.0017662204,0.0013258923,0.0014452855,0.0083918768,0.0087638944,0.0013050663,0.0013661804,0.0008104868,0.0008343649,0.0101584213,0.0102650468,0.003626061,0.0036712428,0.0058303243,0.006544202,0.0030050394,0.0024746374,0.0073800376,0.0073573568,0.0051033496,0.0050377219,0.0054433085,0.00522338,0.0025494846,0.0027633719,0.0009735775,0.0010489258,0.401249025,0.1994724562,0.2017765688,0.2668702206
F-Volume-age:series:20.3708,0.000559061,0.0011990642,0.0003106686,0.0003430792,0.0005590148,0.0005605571,0.0102963165,0.0021969876,0.0021192445,0.0307022086,0.0307329074,0.0081524768,0.0083242003,0.1346942124,0.1327708666,0.0006753055,0.0021138593,0.0020054009,0.0003274886,0.0002908137,0.0051760664,0.005470488,0.0006878185,0.0006920404,0.0031842214,0.0032817593,0.0048650253,0.0050413332,0.0026655019,0.002767607,0.0030500727,0.0014263401,0.0017177895,0.0002871841,0.000290001,0.0028513678,0.0032413393,0.0026542729,0.0027604082,0.0013330068,0.0011371566,0.0071984903,0.0066960309,0.002192774,0.0021473912,0.0025942466,0.0026449698,0.0032610408,0.003089978,0.001101437,0.0010688405,0.0013549389,0.0013830603,0.0026470789,0.002402139,0.0049846426,0.0048770291,0.0015688103,0.0015809359,0.0044578831,0.0044545992,0.0077947118,0.0077117656,0.0051871792,0.0048406348,0.0016509775,0.0017152347,0.0032123908,0.003277474,0.0013067853,0.0013233193,0.0132188329,0.0131731055,0.0036210183,0.0043963139,0.0028600407,0.0029664596,0.000682314,0.0007271603,0.0017031549,0.0017619784,0.0053653091,0.0047478026,0.0099295426,0.0097193067,0.0019721757,0.0023516276,0.0027537535,0.0027991534,0.0023969843,0.0024059961,0.0010913026,0.0010703406,0.0027814285,0.0030388548,0.0073767819,0.0073700303,0.0018537846,0.0020089422,0.0014806835,0.001463748,0.0015046542,0.0015944241,0.007107772,0.0082563426,0.0016247025,0.0017659383,0.0013283851,0.0014427169,0.0083856511,0.0087549612,0.001306785,0.0013736496,0.0008119422,0.0008351665,0.0101748182,0.0102979584,0.0036314494,0.0036834513,0.005816047,0.0065492296,0.0030097303,0.0024777518,0.0073676873,0.0073385265,0.0051202958,0.0050321145,0.005469186,0.0052331021,0.0025466028,0.0027665422,0.0009747373,0.0010509153,0.4013968092,0.1994898695,0.2019069397,0.267465079
F-Volume-age:series:20.4174,0.0005553663,0.0011935359,0.0003113269,0.0003432083,0.0005606675,0.0005620333,0.0103066453,0.0021900908,0.0021108769,0.0307110463,0.0307385204,0.0081604763,0.0083233228,0.1349299427,0.1330059908,0.0006735454,0.0021141209,0.0020060321,0.0003235687,0.0002853862,0.0051693141,0.00540236,0.000686566,0.0006928432,0.0031715713,0.0032650846,0.0048621195,0.0050397842,0.0026651693,0.0027681317,0.003046995,0.001433268,0.0017206206,0.0002873542,0.0002904796,0.0028629558,0.0032501914,0.0026485776,0.0027587565,0.0013357386,0.001137733,0.0071952187,0.0066911126,0.002180774,0.0021445496,0.0025890026,0.0026398999,0.0032568095,0.003073123,0.0011061743,0.0010721446,0.0013468296,0.0013846691,0.0026435754,0.0024022744,0.00499085,0.0048921359,0.0015707164,0.0015856153,0.004443981,0.0044507059,0.00779462,0.0077244024,0.0051817542,0.0048453946,0.0016453682,0.0017131953,0.0032234009,0.0032762841,0.0013117635,0.0013278487,0.0132426809,0.0132200491,0.0036155717,0.0044002754,0.0028593475,0.0029721313,0.0006829962,0.000725584,0.001703089,0.0017579782,0.0053792388,0.0047622339,0.009919881,0.0096797697,0.0019678151,0.0023574794,0.0027429928,0.0028011132,0.0023892308,0.0024113657,0.0010836043,0.0010672545,0.0027802396,0.0030414813,0.0073698627,0.0073654992,0.0018570431,0.0020125432,0.0014780533,0.0014605182,0.0014959502,0.0015969076,0.0070940333,0.0082181978,0.0016229989,0.0017663169,0.0013290751,0.0014384351,0.0083600088,0.0087414551,0.0013039942,0.0013803311,0.0008146238,0.0008372099,0.0102027013,0.0103060198,0.0036393694,0.0036943922,0.0058010352,0.0065507065,0.0030106827,0.002477064,0.0073667956,0.0073340533,0.0051261024,0.0050206913,0.0054926549,0.0052447415,0.0025453143,0.0027693746,0.0009718234,0.0010511834,0.4013367731,0.1994259069,0.2019108663,0.2679359334
