fragment_description,3rd Ventricle,4th Ventricle,Right Accumbens Area,Left Accumbens Area,Right Amygdala,Left Amygdala,Brain Stem,Right Caudate,Left Caudate,Right Cerebellum Exterior,Left Cerebellum Exterior,Right Cerebellum White Matter,Left Cerebellum White Matter,Right Cerebral White Matter,Left Cerebral White Matter,CSF,Right Hippocampus,Left Hippocampus,Right Inf Lat Vent,Left Inf Lat Vent,Right Lateral Ventricle,Left Lateral Ventricle,Right Pallidum,Left Pallidum,Right Putamen,Left Putamen,Right Thalamus Proper,Left Thalamus Proper,Right Ventral DC,Left Ventral DC,Cerebellar Vermal Lobules I-V,Cerebellar Vermal Lobules VI-VII,Cerebellar Vermal Lobules VIII-X,Left Basal Forebrain,Right Basal Forebrain,Right ACgG anterior cingulate gyrus,Left ACgG anterior cingulate gyrus,Right AIns anterior insula,Left AIns anterior insula,Right AOrG anterior orbital gyrus,Left AOrG anterior orbital gyrus,Right AnG angular gyrus,Left AnG angular gyrus,Right Calc calcarine cortex,Left Calc calcarine cortex,Right CO central operculum,Left CO central operculum,Right Cun cuneus,Left Cun cuneus,Right Ent entorhinal area,Left Ent entorhinal area,Right FO frontal operculum,Left FO frontal operculum,Right FRP frontal pole,Left FRP frontal pole,Right FuG fusiform gyrus,Left FuG fusiform gyrus,Right GRe gyrus rectus,Left GRe gyrus rectus,Right IOG inferior occipital gyrus,Left IOG inferior occipital gyrus,Right ITG inferior temporal gyrus,Left ITG inferior temporal gyrus,Right LiG lingual gyrus,Left LiG lingual gyrus,Right LOrG lateral orbital gyrus,Left LOrG lateral orbital gyrus,Right MCgG middle cingulate gyrus,Left MCgG middle cingulate gyrus,Right MFC medial frontal cortex,Left MFC medial frontal cortex,Right MFG middle frontal gyrus,Left MFG middle frontal gyrus,Right MOG middle occipital gyrus,Left MOG middle occipital gyrus,Right MOrG medial orbital gyrus,Left MOrG medial orbital gyrus,Right MPoG postcentral gyrus medial segment,Left MPoG postcentral gyrus medial segment,Right MPrG precentral gyrus medial segment,Left MPrG precentral gyrus medial segment,Right MSFG superior frontal gyrus medial segment,Left MSFG superior frontal gyrus medial segment,Right MTG middle temporal gyrus,Left MTG middle temporal gyrus,Right OCP occipital pole,Left OCP occipital pole,Right OFuG occipital fusiform gyrus,Left OFuG occipital fusiform gyrus,Right OpIFG opercular part of the inferior frontal gyrus,Left OpIFG opercular part of the inferior frontal gyrus,Right OrIFG orbital part of the inferior frontal gyrus,Left OrIFG orbital part of the inferior frontal gyrus,Right PCgG posterior cingulate gyrus,Left PCgG posterior cingulate gyrus,Right PCu precuneus,Left PCu precuneus,Right PHG parahippocampal gyrus,Left PHG parahippocampal gyrus,Right PIns posterior insula,Left PIns posterior insula,Right PO parietal operculum,Left PO parietal operculum,Right PoG postcentral gyrus,Left PoG postcentral gyrus,Right POrG posterior orbital gyrus,Left POrG posterior orbital gyrus,Right PP planum polare,Left PP planum polare,Right PrG precentral gyrus,Left PrG precentral gyrus,Right PT planum temporale,Left PT planum temporale,Right SCA subcallosal area,Left SCA subcallosal area,Right SFG superior frontal gyrus,Left SFG superior frontal gyrus,Right SMC supplementary motor cortex,Left SMC supplementary motor cortex,Right SMG supramarginal gyrus,Left SMG supramarginal gyrus,Right SOG superior occipital gyrus,Left SOG superior occipital gyrus,Right SPL superior parietal lobule,Left SPL superior parietal lobule,Right STG superior temporal gyrus,Left STG superior temporal gyrus,Right TMP temporal pole,Left TMP temporal pole,Right TrIFG triangular part of the inferior frontal gyrus,Left TrIFG triangular part of the inferior frontal gyrus,Right TTG transverse temporal gyrus,Left TTG transverse temporal gyrus,Total Cerebral Grey Matter,Right Cerebral Grey Matter,Left Cerebral Grey Matter,Total Cerebral White Matter
F-Volume-age:range:min:20.0989,0.0005536554,0.0011704396,0.0003065883,0.0003410647,0.0005427264,0.0005409128,0.0100235285,0.0021873901,0.0020969047,0.0301616035,0.0301665323,0.0078421858,0.008069568,0.1309755201,0.1290356158,0.0006171547,0.00207292,0.0019559501,0.0002998466,0.0002844884,0.0043566788,0.0051858169,0.0006646055,0.000669238,0.0031849148,0.0032928258,0.0048239778,0.0049888307,0.0026222911,0.0027263608,0.0029446948,0.0013549692,0.0016622493,0.0002846695,0.0002857366,0.0027121413,0.0031641787,0.0026068985,0.0027337359,0.0013015804,0.001103117,0.0071116782,0.0066383093,0.002163627,0.0020669957,0.0025642699,0.002621455,0.0031987682,0.0031031467,0.0010669238,0.0010471274,0.0013018267,0.0012996811,0.0026320131,0.0023338282,0.0048190771,0.0046786063,0.0015432107,0.0015528545,0.0044698173,0.0042560238,0.007697964,0.0075102846,0.0050355366,0.0046609818,0.0016416434,0.0016886376,0.0031288239,0.0032194513,0.0012625364,0.0012780775,0.0128697443,0.0128001411,0.0035975423,0.0043291723,0.0028343278,0.0029199203,0.0006827051,0.0007263522,0.0016779423,0.0017525117,0.0052757867,0.0046586619,0.0098286266,0.0096453017,0.0019509134,0.0022917792,0.0027297307,0.0026721774,0.0023550533,0.0022397666,0.0010978429,0.0010537558,0.0027242455,0.0029395986,0.0072172864,0.007230674,0.0017963103,0.0019377653,0.0014647211,0.001455176,0.0014891741,0.0015504961,0.0070284706,0.0081325748,0.0016166368,0.0017436451,0.0013071507,0.0014405661,0.0083373935,0.0086417575,0.0012802171,0.0013139676,0.0007939094,0.0008245572,0.0099262953,0.0099551551,0.0035466618,0.0036007047,0.0057433703,0.0064082615,0.0029036194,0.0024612351,0.0072005287,0.00722348,0.0049917488,0.0049862913,0.0052825745,0.0051475793,0.0024735979,0.0025942736,0.0009504565,0.0010242233,0.3968899076,0.1975007531,0.1993891545,0.2600111359
F-Volume-age:range:min:20.1466,0.0005464877,0.0011704396,0.0003065883,0.0003410647,0.0005427264,0.0005409128,0.0100235285,0.0021873901,0.0020969047,0.0301616035,0.0301665323,0.0078421858,0.008069568,0.1309755201,0.1290356158,0.000628738,0.00207292,0.0019559501,0.0002998466,0.0002772473,0.0045602657,0.0053217674,0.000671824,0.0006751965,0.0031849148,0.0032928258,0.0048239778,0.0049888307,0.0026222911,0.0027263608,0.0029446948,0.0013549692,0.0016622493,0.0002846695,0.0002857366,0.0027121413,0.0031641787,0.0026068985,0.0027337359,0.0013015804,0.001103117,0.0071116782,0.0066383093,0.002163627,0.0020669957,0.0025642699,0.002621455,0.0031987682,0.0030593999,0.0010669238,0.0010471274,0.0013018267,0.0012996811,0.0026320131,0.0023338282,0.0048190771,0.0046786063,0.0015432107,0.0015528545,0.0044291257,0.0043071385,0.007697964,0.0075102846,0.0050355366,0.0046609818,0.0016416434,0.0016886376,0.0031288239,0.0032194513,0.0012702859,0.0012854067,0.0128697443,0.0128001411,0.0035975423,0.0043291723,0.0028343278,0.0029199203,0.0006827051,0.0007263522,0.0016779423,0.0017525117,0.0052757867,0.0046586619,0.0098286266,0.0096453017,0.0019497238,0.0022917792,0.0027297307,0.0026721774,0.0023550533,0.0022397666,0.0010949653,0.0010537558,0.0027242455,0.0029505656,0.0072172864,0.007230674,0.0017963103,0.0019377653,0.0014647211,0.001455176,0.0014891741,0.0015504961,0.0070284706,0.0081325748,0.0016166368,0.0017436451,0.0013071507,0.0014338615,0.0083373935,0.0086417575,0.0012802171,0.0013139676,0.0007939094,0.0008245572,0.0099262953,0.0099551551,0.0035466618,0.0036007047,0.0057433703,0.0064082615,0.0029036194,0.0024264362,0.0072005287,0.00722348,0.0049917488,0.0049862913,0.0052825745,0.0051475793,0.0024735979,0.0025942736,0.0009504565,0.0010242233,0.3968899076,0.1975007531,0.1993891545,0.2600111359
F-Volume-age:range:min:20.1926,0.0005464877,0.0011704396,0.0003065883,0.0003398397,0.0005427264,0.0005409128,0.0100235285,0.0021873901,0.0020969047,0.0301616035,0.0301665323,0.0078421858,0.008069568,0.1309755201,0.1290356158,0.0006609803,0.00207292,0.0019559501,0.0002998466,0.0002772473,0.0050554801,0.0053284098,0.0006772205,0.0006764882,0.0031621049,0.0032654258,0.0048239778,0.0049888307,0.0026222911,0.0027263608,0.0029494858,0.0013549692,0.0016622493,0.0002846695,0.0002857366,0.0027121413,0.0031641787,0.0026068985,0.0027337359,0.0013015804,0.001103117,0.0071116782,0.0066383093,0.0021372863,0.0020669957,0.0025642699,0.002621455,0.0031987682,0.003045978,0.0010669238,0.0010471274,0.001304826,0.0012996811,0.0026320131,0.0023338282,0.0048190771,0.0046786063,0.0015432107,0.0015528545,0.0043991605,0.0043071385,0.007697964,0.0075102846,0.0050355366,0.0046609818,0.0016409815,0.0016886376,0.0031288239,0.0032194513,0.0012702859,0.0012854067,0.0128697443,0.0128001411,0.0035695048,0.0043291723,0.0028291576,0.0029199203,0.0006537925,0.0007119084,0.0016633732,0.0017235838,0.0052757867,0.0046586619,0.0098286266,0.0096270531,0.0019417808,0.0022917792,0.0027026532,0.0026721774,0.0023550533,0.0022397666,0.0010895794,0.0010537558,0.0027242455,0.0029505656,0.0072172864,0.007230674,0.0017963103,0.0019377653,0.0014647211,0.001455176,0.0014821531,0.0015504961,0.0069737383,0.0081325748,0.0016097201,0.0017436451,0.0013071507,0.0014338615,0.0082893398,0.0086417575,0.0012802171,0.0013139676,0.0007939094,0.0008245572,0.0099262953,0.0099551551,0.0035466618,0.0036007047,0.0057433703,0.0064082615,0.0029036194,0.0024083985,0.0072005287,0.00722348,0.0049917488,0.0049232863,0.0052825745,0.0051475793,0.0024735979,0.0025942736,0.0009504565,0.0010242233,0.3968899076,0.1975007531,0.1993891545,0.2600111359
F-Volume-age:range:min:20.2376,0.0005464877,0.0011958673,0.0003065883,0.0003398397,0.0005427264,0.0005409128,0.0100235285,0.0021873901,0.0020969047,0.0301616035,0.0301665323,0.0078421858,0.008069568,0.1309755201,0.1290356158,0.0006664291,0.00207292,0.0019559501,0.000302115,0.0002772473,0.0049829687,0.0051928844,0.0006772205,0.0006764882,0.0031621049,0.0032654258,0.0048239778,0.0049888307,0.0026222911,0.0027263608,0.0029494858,0.0013549692,0.0016622493,0.0002846695,0.0002857366,0.0027121413,0.0031641787,0.0026240716,0.0027337359,0.0013015804,0.001103117,0.0071116782,0.0066383093,0.0021372863,0.0020890154,0.0025642699,0.002621455,0.0032032938,0.003045978,0.0010669238,0.0010471274,0.0013271819,0.0012996811,0.0026320131,0.0023338282,0.0048190771,0.0046848664,0.0015432107,0.0015528545,0.0043991605,0.0043157031,0.007697964,0.0075102846,0.0050844381,0.0046946276,0.0016409815,0.0016886376,0.0031288239,0.0032299559,0.0012702859,0.0012854067,0.0128697443,0.0128001411,0.0035695048,0.0043291723,0.0028291576,0.0029199203,0.0006537925,0.0007119084,0.0016633732,0.0017235838,0.0052757867,0.0046586619,0.0098286266,0.0096270531,0.0019417808,0.0022917792,0.0027026532,0.0026932643,0.0023550533,0.0022397666,0.0010895794,0.0010537558,0.0027242455,0.0029505656,0.0072172864,0.007230674,0.0017963103,0.0019377653,0.0014647211,0.001455176,0.0014821531,0.0015504961,0.0069737383,0.0082116321,0.0016097201,0.0017436451,0.0013071507,0.0014338615,0.0082893398,0.0086417575,0.0012802171,0.0013139676,0.0007939094,0.0008245572,0.0099262953,0.0099551551,0.0035466618,0.0036007047,0.0057433703,0.0064082615,0.0029253414,0.0024083985,0.0072005287,0.00722348,0.0049917488,0.0049232863,0.0052825745,0.0051475793,0.0024735979,0.0025942736,0.0009504565,0.0010242233,0.3968899076,0.1975007531,0.1993891545,0.2600111359
F-Volume-age:range:min:20.2818,0.0005291506,0.0011344234,0.0003065883,0.0003398397,0.0005427264,0.0005409128,0.0100235285,0.0021902445,0.0020969047,0.0301616035,0.0301665323,0.0078421858,0.008069568,0.1316486406,0.1294727601,0.0006664291,0.00207292,0.0019559501,0.000302115,0.0002772473,0.0049829687,0.0050368322,0.0006778355,0.0006764882,0.0031621049,0.0032654258,0.0048330791,0.0050066062,0.0026222911,0.0027263608,0.0029494858,0.0013549692,0.0016622493,0.0002846695,0.0002857366,0.0027565624,0.0031824734,0.0026315675,0.0027337359,0.0013015804,0.001103117,0.0071116782,0.0066383093,0.0021336627,0.0020890154,0.0025642699,0.002621455,0.0032032938,0.0030369279,0.0010669238,0.0010471274,0.0013271819,0.0012996811,0.0026320131,0.0023338282,0.0048679082,0.0047068199,0.0015432107,0.0015528545,0.0043907006,0.0043294291,0.007697964,0.0075472734,0.0050844381,0.0046946276,0.0016409815,0.0016886376,0.0031288239,0.0032386849,0.0012702859,0.0012904759,0.0128697443,0.0128001411,0.0035695048,0.0043291723,0.0028291576,0.0029199203,0.0006537925,0.0007119084,0.0016633732,0.0017235838,0.0052757867,0.0046586619,0.0098286266,0.0096270531,0.0019417808,0.0022917792,0.0027026532,0.0026932643,0.0023550533,0.0022718122,0.0010834058,0.0010537558,0.0027390769,0.0029655927,0.0072172864,0.007230674,0.0017977729,0.0019418489,0.0014647211,0.001455176,0.0014821531,0.0015504961,0.0069737383,0.0082116321,0.0016097201,0.0017436451,0.0013071507,0.0014338615,0.0082893398,0.0086417575,0.0012802171,0.0013139676,0.0007939094,0.0008245572,0.0099315294,0.0099551551,0.0035642853,0.0036007047,0.0057433703,0.0064082615,0.0029253414,0.0024083985,0.0072005287,0.00722348,0.0049917488,0.0049232863,0.0052825745,0.0051475793,0.002496122,0.0026431543,0.0009504565,0.0010242233,0.3968899076,0.1975007531,0.1993891545,0.2611214007
F-Volume-age:range:min:20.3255,0.0005291506,0.0011191586,0.0003065883,0.0003392694,0.0005427264,0.0005409128,0.0100235285,0.0021444371,0.0020774999,0.0301616035,0.0301665323,0.0078421858,0.008069568,0.1316486406,0.1294727601,0.0006664291,0.0020758783,0.0019630365,0.0003164916,0.0002772473,0.0049829687,0.0050368322,0.0006778149,0.0006764882,0.0031085464,0.0031935642,0.0048240834,0.005005126,0.0026222911,0.0027263608,0.0029494858,0.0013549692,0.0016622493,0.0002846695,0.0002857366,0.0027738668,0.0031824734,0.0026370424,0.0027337359,0.0013015804,0.0011050352,0.0071116782,0.0066383093,0.0021336627,0.0020890154,0.0025642699,0.002621455,0.003209558,0.0030369279,0.0010669238,0.0010471274,0.0013345676,0.0013206824,0.0026320131,0.0023338282,0.0049194856,0.0047569231,0.0015432107,0.0015528545,0.0043907006,0.0043560648,0.007697964,0.0075650471,0.0051157925,0.0047235852,0.0016409815,0.0016886376,0.0031288239,0.0032398352,0.0012702859,0.0012923409,0.0128718427,0.0128001411,0.0035695048,0.0043291723,0.0028291576,0.0029244072,0.0006537925,0.0007057179,0.0016633732,0.0017235838,0.0052757867,0.0046586619,0.0098286266,0.0095904017,0.0019417808,0.0022917792,0.0027026532,0.0027033003,0.0023550533,0.0023075071,0.001071903,0.0010594569,0.0027336097,0.0029670727,0.007257868,0.0072447205,0.0017977729,0.0019456167,0.0014647211,0.0014535484,0.0014753251,0.0015504961,0.0069737383,0.0080845298,0.0016097201,0.0017436451,0.0013071507,0.0014338615,0.0082893398,0.0086543491,0.0012802171,0.0013139676,0.0007939094,0.0008245572,0.0099315294,0.0099551551,0.0035798663,0.0036011775,0.0057433703,0.0064082615,0.0029368163,0.0024083985,0.0072524891,0.0072661222,0.0049917488,0.0049232863,0.0052825745,0.0051475793,0.0024997235,0.0026959615,0.0009504565,0.0010242233,0.3972044725,0.1977142369,0.1994902356,0.2611214007
F-Volume-age:range:min:20.3708,0.0005291506,0.0011191586,0.0003065883,0.0003392694,0.0005427264,0.0005442884,0.0100235285,0.0021444371,0.0020759239,0.0301616035,0.0301665323,0.0078421858,0.008069568,0.1326691515,0.1307207078,0.0006650967,0.0020758783,0.0019694588,0.0003135029,0.0002748668,0.0049829687,0.0050368322,0.0006778149,0.0006764882,0.003077171,0.0031585579,0.0048108404,0.0049891008,0.0026222911,0.0027263608,0.0029494858,0.0013549692,0.0016622493,0.0002846695,0.0002857366,0.0027745577,0.0031824734,0.0025986035,0.0027331116,0.0013015804,0.0011128828,0.0071116782,0.0066383093,0.0021336627,0.0021049154,0.0025478678,0.0025921157,0.003209558,0.0030204391,0.0010669238,0.0010479956,0.0012965617,0.0013360282,0.0026248791,0.002367983,0.0049194856,0.0047569231,0.0015432107,0.0015528545,0.0043907006,0.0044006796,0.007697964,0.0075650471,0.0051157925,0.0047761344,0.0016218694,0.0016977504,0.0031288239,0.0032398352,0.0012702859,0.0012923409,0.0128718427,0.0128001411,0.0035628795,0.0043291723,0.0028291576,0.0029244072,0.0006537925,0.0007057179,0.0016633732,0.0017235838,0.0052757867,0.0046586619,0.0098286266,0.0095391789,0.0019417808,0.0022929988,0.0027026532,0.0027614332,0.0023550533,0.0023294749,0.0010496045,0.0010590394,0.0027336097,0.0029670727,0.0072608464,0.0072447205,0.0018089833,0.0019559388,0.0014636117,0.0014425896,0.0014652528,0.0015512748,0.0069737383,0.0079473096,0.0016076979,0.0017436451,0.0013083553,0.0014234715,0.0082893398,0.0086345132,0.0012918935,0.0013139676,0.0007939094,0.0008245572,0.0099315294,0.0100115477,0.0035798663,0.0036119219,0.0057379826,0.0064082615,0.0029607398,0.0024083985,0.007240358,0.007186858,0.0050369782,0.0049232863,0.0052825745,0.0051475793,0.002497932,0.0026960942,0.0009620545,0.0010307835,0.3972044725,0.1977142369,0.1994902356,0.2633898592
F-Volume-age:range:min:20.4174,0.0005291506,0.0011191586,0.0003066751,0.0003392694,0.000553747,0.0005561324,0.0100235285,0.0021444371,0.0020701209,0.0301616035,0.0301665323,0.0078421858,0.008069568,0.1328935437,0.1311571619,0.0006617966,0.0020784935,0.0019757715,0.0002973873,0.0002608773,0.0049829687,0.0050368322,0.0006778149,0.0006764882,0.003077171,0.0031585579,0.0048108404,0.0049891008,0.0026222911,0.0027263608,0.0029494858,0.0013549692,0.0016622493,0.0002847936,0.0002879137,0.0027745577,0.0032029996,0.0025800894,0.002717219,0.0013015804,0.0011128828,0.0071116782,0.0066131286,0.0021279237,0.0021049154,0.0025118298,0.0025707564,0.0032025248,0.0029775922,0.0010864846,0.0010595711,0.0012759569,0.0013521163,0.0026003626,0.0023693367,0.0049254189,0.0048186731,0.0015492744,0.0015610768,0.0043907006,0.0043617457,0.007697964,0.0076351009,0.0051157925,0.0047761344,0.0016101014,0.0016853338,0.0031607425,0.003227936,0.001285864,0.0013033704,0.0129494997,0.0130116589,0.0035628795,0.0043291723,0.0028291576,0.0029312083,0.0006537925,0.0007057179,0.0016633732,0.0017235838,0.0052762316,0.0046604378,0.0097320104,0.0093985616,0.0019417808,0.0022929988,0.0027019721,0.0027754356,0.002340956,0.00235049,0.0010295935,0.0010391683,0.0027271885,0.0029933375,0.0071959862,0.0071994092,0.0018390195,0.0019916042,0.0014449081,0.001427035,0.0014286357,0.00157611,0.0069382426,0.0078784561,0.0015996004,0.0017474306,0.0013152553,0.0014096292,0.0081168153,0.0085192877,0.0012722793,0.0013627517,0.0008036499,0.0008278092,0.0099315294,0.0100896402,0.0035798663,0.0036191941,0.00569381,0.0064230308,0.0029702633,0.0024083985,0.007240358,0.007186858,0.0050369782,0.0049204177,0.005379126,0.0051762153,0.0024868391,0.0027244177,0.0009413697,0.0010334649,0.396604112,0.1970746106,0.1995295014,0.2640507056
F-Volume-age:range:min:20.4665,0.0005291506,0.0011191586,0.0003078707,0.0003391411,0.0005559818,0.0005546332,0.0101737218,0.0021444371,0.0020701209,0.0302398561,0.0302891211,0.0080278439,0.0082433298,0.1338912356,0.1322395347,0.0006617966,0.0020427053,0.0019477209,0.0002973873,0.0002608773,0.0049829687,0.0050368322,0.0006778149,0.0006828283,0.003077171,0.0031585579,0.0048108404,0.0049891008,0.0026363484,0.0027476886,0.0030153035,0.0013858304,0.0016788538,0.000281838,0.0002866788,0.002806526,0.0032029996,0.0025410262,0.0026714399,0.0013075318,0.0011224161,0.0071116782,0.0066131286,0.0020908216,0.0020766156,0.0024605639,0.0025250222,0.0031650194,0.0029428095,0.0010925911,0.0010595711,0.0012619058,0.0013370095,0.0025958389,0.0023682404,0.0049254189,0.0048229481,0.0015545311,0.0015610768,0.0043907006,0.0043517951,0.0076674701,0.007613468,0.0051157925,0.0047761344,0.0016044666,0.0016670737,0.0031848845,0.003227936,0.0012977399,0.0013033704,0.0130188894,0.0130139866,0.0035628795,0.0043291723,0.0028291576,0.0029312083,0.0006537925,0.0006994803,0.0016633732,0.0016927616,0.0052762316,0.0046604378,0.0096332281,0.0093985616,0.0019417808,0.0022929988,0.0027019721,0.0027754356,0.0023186908,0.0023431567,0.0010295935,0.0010319059,0.0026997877,0.0029538691,0.0070970361,0.0071589439,0.0018344925,0.0019767185,0.0014237822,0.001410279,0.0014032853,0.0015244428,0.0069347472,0.0078360252,0.0015755553,0.0017079322,0.0013042659,0.0014030896,0.0080915123,0.0083828267,0.0012557883,0.0013313507,0.0008036499,0.0008278092,0.010011792,0.0099520873,0.0035814712,0.0036191941,0.00569381,0.0063543478,0.0029560113,0.0024083985,0.007186391,0.007186858,0.0050369782,0.0049204177,0.0053987859,0.0051762153,0.0024868391,0.0026859857,0.0009270624,0.0009960931,0.3947473586,0.1965611966,0.198186162,0.2661307702
F-Volume-age:range:min:20.5181,0.0005291506,0.0011191586,0.0003089967,0.000339014,0.0005538269,0.0005484101,0.0101737218,0.0021440803,0.0020699402,0.0302398561,0.0302891211,0.0080450568,0.0082425994,0.1344517072,0.1323980793,0.0006617966,0.0020245053,0.0019259672,0.0002973873,0.0002608773,0.0049829687,0.0050368322,0.0006778149,0.0006853252,0.0030671868,0.0031373922,0.0048108404,0.0049825462,0.0026363484,0.0027476886,0.0029502387,0.0013858304,0.0016788538,0.000280953,0.0002860838,0.0028252943,0.0032029996,0.0025410262,0.0026714399,0.0013167899,0.0011224161,0.0071116782,0.006611839,0.0020908216,0.0020766156,0.0024526843,0.0025097301,0.0031582164,0.0029428095,0.0010925911,0.0010595711,0.0012619058,0.0013356116,0.0025685394,0.0023647756,0.0049254189,0.0048229481,0.0015439745,0.0015610768,0.0043860877,0.0043121582,0.0076451097,0.007613468,0.0051122917,0.0047761344,0.001596736,0.0016670737,0.003182075,0.0032118791,0.0012977399,0.0013033704,0.0127986669,0.0129576962,0.0035628795,0.0043291723,0.0028291576,0.0029312083,0.0006537925,0.0006972018,0.0016633732,0.0016820583,0.0052762316,0.0046604378,0.0096332281,0.0093985616,0.0019417808,0.0022929988,0.0027019721,0.0027740124,0.0023186908,0.0023431567,0.0010208282,0.0010319059,0.0026787936,0.0029094065,0.0070175775,0.0070936391,0.0018274108,0.0019566962,0.0014237822,0.001410279,0.001397875,0.0015121302,0.006834728,0.0077042976,0.0015755553,0.0017079322,0.0013042659,0.0014030896,0.0080129872,0.0082854864,0.0012493258,0.0012982888,0.0008036499,0.0008278092,0.0099964434,0.0097928435,0.0035814712,0.0036191941,0.005627637,0.0063178937,0.00293575,0.0024083985,0.0070462911,0.0070980225,0.0050369782,0.0049204177,0.0053987859,0.0051762153,0.0024781324,0.0026859857,0.0009270624,0.0009816247,0.3920115209,0.1950283995,0.1969831214,0.2668845844
F-Volume-age:range:min:20.5751,0.0005291506,0.0011191586,0.0003035445,0.0003355582,0.0005538269,0.0005484101,0.0101737218,0.0021185893,0.002052996,0.0304847327,0.0306258918,0.0080450568,0.0082368097,0.1328057379,0.1305678058,0.0006617966,0.0020245053,0.0019259672,0.0002973873,0.0002608773,0.0049829687,0.0050368322,0.0006778149,0.0006912523,0.003046351,0.0031189039,0.004809202,0.0049712635,0.0026280318,0.002740447,0.0029502387,0.0014089276,0.0017001433,0.000280953,0.0002853651,0.0028252943,0.0032029996,0.0025410262,0.0026714399,0.0013253686,0.0011224161,0.0071231497,0.006611839,0.0020789631,0.0020766156,0.0024526843,0.0025097301,0.0031409747,0.0028974735,0.0010971204,0.0010595711,0.0012619058,0.0013235351,0.0025458062,0.0023647756,0.0049448406,0.0048411613,0.0015439745,0.0015610768,0.0043860877,0.0043097871,0.0076451097,0.007613468,0.0050867533,0.0047761344,0.001596736,0.0016670737,0.003182075,0.0032118791,0.0012977399,0.0013033704,0.0126230571,0.0129156598,0.0035628795,0.0043361418,0.0028291576,0.0029312083,0.0006537925,0.0006967687,0.0016633732,0.0016722373,0.0052762316,0.0046604378,0.0096332281,0.0093985616,0.0019417808,0.0023176138,0.0027019721,0.0027660959,0.0023186908,0.0023176219,0.0010208282,0.0010319059,0.0026684543,0.0029043422,0.0069906755,0.0070489064,0.0018274108,0.0019566962,0.0014237822,0.001410279,0.001397875,0.0015080646,0.006834728,0.0076065987,0.0015755553,0.0017079322,0.0013007914,0.0014018977,0.0079527322,0.0082506641,0.0012490116,0.0012746424,0.0008036499,0.0008278092,0.0099784165,0.0097332681,0.0036088865,0.0036191941,0.005627637,0.0063178937,0.0028967671,0.0024083985,0.0070179242,0.0070547587,0.0050993648,0.0049204177,0.0054536841,0.0051762153,0.0024633233,0.0026791919,0.0009270624,0.0009611839,0.3918896497,0.1949595034,0.1969301463,0.2633735436
F-Volume-age:range:min:20.6348,0.0005291506,0.0011191586,0.0002971518,0.0003315806,0.0005538269,0.0005484101,0.0101142819,0.0020933618,0.0020324245,0.0297583352,0.0300978977,0.0078864452,0.0081303022,0.132135094,0.1300704089,0.0006617966,0.0020245053,0.0019259672,0.0002973873,0.0002608773,0.0049829687,0.0050368322,0.0006778149,0.0006926031,0.0029919109,0.0030621315,0.0047571605,0.0049218716,0.0026026716,0.0027157935,0.0029020776,0.0014068263,0.0017047133,0.0002794479,0.0002809125,0.0028252943,0.0032029996,0.0025301636,0.0026714399,0.0013255178,0.0011224161,0.0071231497,0.006593637,0.0020639661,0.0020332969,0.0024526843,0.0025097301,0.0030833482,0.0028648438,0.0010971204,0.0010595711,0.0012619058,0.0013092963,0.0025458062,0.0023647756,0.0049450075,0.0048585238,0.0015439745,0.0015610768,0.0043860877,0.0043097871,0.0076451097,0.007613468,0.0050752662,0.0047734521,0.001596736,0.0016670737,0.0031523717,0.0031846743,0.0012977399,0.0013033704,0.0124413816,0.012786639,0.0035628795,0.0043361418,0.0028247621,0.0029312083,0.0006537925,0.0006967687,0.0016633732,0.0016722373,0.0052762316,0.0046604378,0.0096332281,0.0093985616,0.0019417808,0.0023176138,0.0027019721,0.0027597594,0.002305104,0.0022656485,0.0010208282,0.0010319059,0.002635781,0.0028744668,0.0069467204,0.0069644999,0.0018274108,0.0019566962,0.0014237822,0.001410279,0.001397875,0.0015080646,0.006834728,0.0075322511,0.0015717865,0.0017079322,0.0012867996,0.0013970929,0.0079345639,0.0081076277,0.0012299143,0.0012746424,0.0008036499,0.0008278092,0.0097790265,0.0095708022,0.003605624,0.0035999697,0.0055431103,0.0062392205,0.002855029,0.0024083985,0.0070179242,0.0070382279,0.0050993648,0.0049204177,0.0054151111,0.0051762153,0.0024236058,0.0026506108,0.0009270624,0.0009600288,0.3894088227,0.1937648507,0.195643972,0.2622055029
