fragment_description,3rd Ventricle,4th Ventricle,Right Accumbens Area,Left Accumbens Area,Right Amygdala,Left Amygdala,Brain Stem,Right Caudate,Left Caudate,Right Cerebellum Exterior,Left Cerebellum Exterior,Right Cerebellum White Matter,Left Cerebellum White Matter,Right Cerebral White Matter,Left Cerebral White Matter,CSF,Right Hippocampus,Left Hippocampus,Right Inf Lat Vent,Left Inf Lat Vent,Right Lateral Ventricle,Left Lateral Ventricle,Right Pallidum,Left Pallidum,Right Putamen,Left Putamen,Right Thalamus Proper,Left Thalamus Proper,Right Ventral DC,Left Ventral DC,Cerebellar Vermal Lobules I-V,Cerebellar Vermal Lobules VI-VII,Cerebellar Vermal Lobules VIII-X,Left Basal Forebrain,Right Basal Forebrain,Right ACgG anterior cingulate gyrus,Left ACgG anterior cingulate gyrus,Right AIns anterior insula,Left AIns anterior insula,Right AOrG anterior orbital gyrus,Left AOrG anterior orbital gyrus,Right AnG angular gyrus,Left AnG angular gyrus,Right Calc calcarine cortex,Left Calc calcarine cortex,Right CO central operculum,Left CO central operculum,Right Cun cuneus,Left Cun cuneus,Right Ent entorhinal area,Left Ent entorhinal area,Right FO frontal operculum,Left FO frontal operculum,Right FRP frontal pole,Left FRP frontal pole,Right FuG fusiform gyrus,Left FuG fusiform gyrus,Right GRe gyrus rectus,Left GRe gyrus rectus,Right IOG inferior occipital gyrus,Left IOG inferior occipital gyrus,Right ITG inferior temporal gyrus,Left ITG inferior temporal gyrus,Right LiG lingual gyrus,Left LiG lingual gyrus,Right LOrG lateral orbital gyrus,Left LOrG lateral orbital gyrus,Right MCgG middle cingulate gyrus,Left MCgG middle cingulate gyrus,Right MFC medial frontal cortex,Left MFC medial frontal cortex,Right MFG middle frontal gyrus,Left MFG middle frontal gyrus,Right MOG middle occipital gyrus,Left MOG middle occipital gyrus,Right MOrG medial orbital gyrus,Left MOrG medial orbital gyrus,Right MPoG postcentral gyrus medial segment,Left MPoG postcentral gyrus medial segment,Right MPrG precentral gyrus medial segment,Left MPrG precentral gyrus medial segment,Right MSFG superior frontal gyrus medial segment,Left MSFG superior frontal gyrus medial segment,Right MTG middle temporal gyrus,Left MTG middle temporal gyrus,Right OCP occipital pole,Left OCP occipital pole,Right OFuG occipital fusiform gyrus,Left OFuG occipital fusiform gyrus,Right OpIFG opercular part of the inferior frontal gyrus,Left OpIFG opercular part of the inferior frontal gyrus,Right OrIFG orbital part of the inferior frontal gyrus,Left OrIFG orbital part of the inferior frontal gyrus,Right PCgG posterior cingulate gyrus,Left PCgG posterior cingulate gyrus,Right PCu precuneus,Left PCu precuneus,Right PHG parahippocampal gyrus,Left PHG parahippocampal gyrus,Right PIns posterior insula,Left PIns posterior insula,Right PO parietal operculum,Left PO parietal operculum,Right PoG postcentral gyrus,Left PoG postcentral gyrus,Right POrG posterior orbital gyrus,Left POrG posterior orbital gyrus,Right PP planum polare,Left PP planum polare,Right PrG precentral gyrus,Left PrG precentral gyrus,Right PT planum temporale,Left PT planum temporale,Right SCA subcallosal area,Left SCA subcallosal area,Right SFG superior frontal gyrus,Left SFG superior frontal gyrus,Right SMC supplementary motor cortex,Left SMC supplementary motor cortex,Right SMG supramarginal gyrus,Left SMG supramarginal gyrus,Right SOG superior occipital gyrus,Left SOG superior occipital gyrus,Right SPL superior parietal lobule,Left SPL superior parietal lobule,Right STG superior temporal gyrus,Left STG superior temporal gyrus,Right TMP temporal pole,Left TMP temporal pole,Right TrIFG triangular part of the inferior frontal gyrus,Left TrIFG triangular part of the inferior frontal gyrus,Right TTG transverse temporal gyrus,Left TTG transverse temporal gyrus,Total Cerebral Grey Matter,Right Cerebral Grey Matter,Left Cerebral Grey Matter,Total Cerebral White Matter
M-Volume-age:series:13,0.00066287,0.0012002,0.00027794,0.00031188,0.00053301,0.00053646,0.0092196,0.0020244,0.0019393,0.031345,0.031453,0.0077969,0.0078482,0.13014,0.12496,0.00075732,0.0020053,0.0018927,0.00038876,0.00034391,0.0054225,0.0080276,0.00067522,0.00068279,0.0031019,0.0031617,0.0047558,0.0048392,0.0026045,0.0027083,0.0028925,0.0013417,0.0016046,0.00026533,0.00026701,0.0026826,0.0031388,0.0025654,0.0025863,0.0012391,0.0010846,0.0077475,0.0068327,0.0021411,0.002121,0.0025482,0.0025761,0.0032457,0.0031221,0.0010397,0.0010186,0.0011991,0.0012057,0.0026381,0.0024151,0.004939,0.0048145,0.0014487,0.0014894,0.0047298,0.0045062,0.0082331,0.007926,0.0052343,0.0048716,0.0015598,0.001683,0.0031798,0.0032293,0.001169,0.0012124,0.014074,0.01452,0.0037922,0.0045046,0.0027238,0.0028713,0.00065279,0.00067795,0.0015911,0.0016192,0.0054568,0.0047489,0.011038,0.01041,0.0020519,0.0023996,0.0027954,0.0028017,0.0023391,0.0022087,0.00096758,0.00094552,0.0027316,0.0029718,0.0075553,0.0076198,0.0017608,0.0019019,0.0014001,0.0013919,0.0014225,0.0015491,0.0072791,0.0082334,0.0014957,0.0016409,0.0012361,0.0013576,0.0090012,0.0090684,0.0012366,0.0013293,0.00075237,0.00078652,0.010689,0.010687,0.0035231,0.0035911,0.0061912,0.0068201,0.0029629,0.0025172,0.0075086,0.0077386,0.0051888,0.0051399,0.005396,0.0052092,0.0024983,0.0027143,0.00090001,0.00097251,0.42666,0.21239,0.21319,0.25468
M-Volume-age:series:13.5,0.00065934,0.0012002,0.00027794,0.00031188,0.00053301,0.00053646,0.0092776,0.0020244,0.0019393,0.031321,0.031445,0.0078153,0.0078744,0.12938,0.12391,0.00075467,0.0020053,0.0018927,0.00038876,0.00034391,0.0054126,0.007888,0.00067522,0.00068279,0.0031015,0.0031618,0.0047567,0.0048415,0.0026045,0.0027083,0.0028925,0.0013417,0.0016046,0.00026533,0.00026701,0.0026823,0.0031375,0.0025654,0.0025863,0.0012395,0.001085,0.0077144,0.0068131,0.0021414,0.0021211,0.0025468,0.0025753,0.0032436,0.0031198,0.0010397,0.0010186,0.0011991,0.0012057,0.0026376,0.0024149,0.0049349,0.0048102,0.0014489,0.0014897,0.0047242,0.0045015,0.0082078,0.0079062,0.0052307,0.004869,0.0015597,0.0016826,0.003177,0.0032271,0.001169,0.0012127,0.014003,0.014438,0.0037873,0.004498,0.0027221,0.0028698,0.00065279,0.00067795,0.0015911,0.0016192,0.0054514,0.0047456,0.010962,0.010359,0.0020526,0.0023997,0.0027942,0.0028004,0.0023369,0.0022076,0.00096758,0.00094552,0.0027301,0.0029705,0.0075345,0.0075981,0.0017608,0.0019019,0.0014001,0.0013919,0.0014224,0.001549,0.0072573,0.0082061,0.0014959,0.0016409,0.0012361,0.0013576,0.0089682,0.009038,0.0012368,0.0013294,0.00075237,0.00078652,0.010658,0.010651,0.0035213,0.0035887,0.0061634,0.0067916,0.0029607,0.0025152,0.0074809,0.0077088,0.0051815,0.0051324,0.0053902,0.0052054,0.0024958,0.002711,0.00090001,0.00097251,0.42449,0.20917,0.2122,0.25273
M-Volume-age:series:14,0.00065586,0.0012002,0.00027794,0.00031188,0.00053301,0.00053646,0.0093452,0.0020244,0.0019393,0.031295,0.031432,0.0078343,0.0079015,0.13133,0.12715,0.00075204,0.0020053,0.0018927,0.00038876,0.00034391,0.0053985,0.0077315,0.00067522,0.00068279,0.0031011,0.0031618,0.0047575,0.0048438,0.0026045,0.0027083,0.0028925,0.0013417,0.0016046,0.00026533,0.00026701,0.0026821,0.003136,0.0025654,0.0025863,0.0012398,0.0010854,0.0076813,0.0067934,0.0021416,0.0021212,0.0025453,0.0025745,0.0032414,0.0031175,0.0010397,0.0010186,0.0011991,0.0012057,0.0026371,0.0024145,0.0049308,0.0048059,0.0014491,0.0014899,0.0047186,0.0044969,0.0081826,0.0078862,0.0052271,0.0048664,0.0015596,0.0016822,0.0031742,0.0032247,0.001169,0.0012131,0.013932,0.014357,0.0037824,0.0044913,0.0027203,0.0028682,0.00065279,0.00067795,0.0015911,0.0016192,0.0054459,0.0047422,0.010887,0.010309,0.0020533,0.0023998,0.002793,0.0027991,0.0023346,0.0022065,0.00096758,0.00094552,0.0027286,0.0029691,0.0075137,0.0075762,0.0017608,0.0019019,0.0014001,0.0013919,0.0014223,0.0015489,0.0072351,0.0081785,0.0014961,0.0016408,0.0012361,0.0013576,0.0089351,0.0090076,0.0012369,0.0013295,0.00075237,0.00078652,0.010626,0.010616,0.0035195,0.0035862,0.0061355,0.0067629,0.0029585,0.0025132,0.0074529,0.0076786,0.0051741,0.0051249,0.0053843,0.0052015,0.0024933,0.0027076,0.00090001,0.00097251,0.42236,0.21616,0.21123,0.25926
M-Volume-age:series:14.5,0.00065245,0.0012002,0.00027794,0.00031188,0.00053301,0.00053646,0.0094213,0.0020244,0.0019393,0.031266,0.031414,0.0078538,0.0079293,0.12976,0.12452,0.00074942,0.0020053,0.0018927,0.00038876,0.00034391,0.0053805,0.0075613,0.00067522,0.00068279,0.0031006,0.0031618,0.0047583,0.004846,0.0026045,0.0027083,0.0028925,0.0013417,0.0016046,0.00026533,0.00026701,0.0026817,0.0031345,0.0025653,0.0025863,0.00124,0.0010858,0.0076482,0.0067736,0.0021418,0.0021212,0.0025438,0.0025736,0.0032392,0.0031152,0.0010397,0.0010186,0.0011991,0.0012057,0.0026365,0.0024141,0.0049267,0.0048016,0.0014493,0.00149,0.0047129,0.0044921,0.0081574,0.0078661,0.0052234,0.0048637,0.0015594,0.0016818,0.0031713,0.0032223,0.001169,0.0012133,0.013862,0.014276,0.0037774,0.0044846,0.0027185,0.0028666,0.00065279,0.00067795,0.0015911,0.0016192,0.0054403,0.0047388,0.010812,0.010259,0.0020539,0.0023998,0.0027917,0.0027976,0.0023323,0.0022053,0.00096758,0.00094552,0.002727,0.0029677,0.0074927,0.0075543,0.0017608,0.0019019,0.0014001,0.0013919,0.0014222,0.0015488,0.0072126,0.0081508,0.0014963,0.0016406,0.0012361,0.0013576,0.0089018,0.0089771,0.0012371,0.0013296,0.00075237,0.00078652,0.010594,0.01058,0.0035177,0.0035836,0.0061074,0.006734,0.0029562,0.0025111,0.0074246,0.0076478,0.0051667,0.0051174,0.0053783,0.0051975,0.0024907,0.0027042,0.00090001,0.00097251,0.42028,0.20436,0.21028,0.25138
M-Volume-age:series:15,0.00064911,0.0012002,0.00027794,0.00031188,0.00053301,0.00053646,0.0095045,0.0020244,0.0019393,0.031235,0.031391,0.0078737,0.0079576,0.13157,0.12725,0.00074683,0.0020053,0.0018927,0.00038876,0.00034391,0.0053592,0.0073808,0.00067522,0.00068279,0.0031001,0.0031617,0.004759,0.0048481,0.0026045,0.0027083,0.0028925,0.0013417,0.0016046,0.00026533,0.00026701,0.0026813,0.0031328,0.0025651,0.0025863,0.0012403,0.0010861,0.0076152,0.0067537,0.002142,0.0021212,0.0025422,0.0025726,0.0032369,0.0031127,0.0010397,0.0010186,0.0011991,0.0012057,0.0026357,0.0024136,0.0049225,0.0047972,0.0014494,0.0014901,0.0047071,0.0044874,0.0081324,0.0078459,0.0052196,0.0048609,0.0015591,0.0016813,0.0031683,0.0032199,0.001169,0.0012136,0.013792,0.014197,0.0037724,0.0044778,0.0027166,0.0028648,0.00065279,0.00067795,0.0015911,0.0016192,0.0054346,0.0047351,0.010738,0.01021,0.0020544,0.0023998,0.0027903,0.0027962,0.00233,0.0022041,0.00096758,0.00094552,0.0027254,0.0029662,0.0074718,0.0075324,0.0017608,0.0019019,0.0014001,0.0013919,0.001422,0.0015486,0.0071897,0.008123,0.0014964,0.0016404,0.0012361,0.0013576,0.0088685,0.0089465,0.0012372,0.0013296,0.00075237,0.00078652,0.010563,0.010544,0.0035158,0.003581,0.0060793,0.0067049,0.0029539,0.002509,0.007396,0.0076167,0.0051593,0.0051099,0.0053723,0.0051935,0.0024881,0.0027007,0.00090001,0.00097251,0.41824,0.21093,0.20935,0.25959
M-Volume-age:series:15.5,0.00064584,0.0012002,0.00027794,0.00031188,0.00053301,0.00053646,0.0095933,0.0020244,0.0019393,0.031203,0.031363,0.0078939,0.0079862,0.13195,0.12734,0.00074425,0.0020053,0.0018927,0.00038875,0.00034391,0.0053354,0.0071938,0.00067522,0.00068279,0.0030995,0.0031616,0.0047595,0.0048502,0.0026045,0.0027083,0.0028925,0.0013417,0.0016046,0.00026533,0.00026701,0.0026808,0.0031311,0.0025649,0.0025863,0.0012404,0.0010864,0.0075821,0.0067338,0.0021421,0.0021211,0.0025405,0.0025716,0.0032345,0.0031102,0.0010397,0.0010186,0.0011991,0.0012057,0.0026349,0.002413,0.0049183,0.0047928,0.0014495,0.0014902,0.0047013,0.0044826,0.0081074,0.0078257,0.0052158,0.0048581,0.0015588,0.0016807,0.0031653,0.0032174,0.001169,0.0012138,0.013723,0.014118,0.0037673,0.004471,0.0027147,0.0028631,0.00065279,0.00067795,0.0015911,0.0016192,0.0054287,0.0047314,0.010664,0.010161,0.0020549,0.0023997,0.0027889,0.0027946,0.0023276,0.0022028,0.00096758,0.00094552,0.0027237,0.0029647,0.0074507,0.0075103,0.0017608,0.0019019,0.0014001,0.0013919,0.0014218,0.0015484,0.0071667,0.0080951,0.0014965,0.0016402,0.0012361,0.0013576,0.0088353,0.008916,0.0012372,0.0013296,0.00075237,0.00078652,0.010531,0.010509,0.0035138,0.0035784,0.006051,0.0066758,0.0029515,0.0025068,0.0073673,0.0075852,0.0051518,0.0051023,0.0053663,0.0051895,0.0024854,0.0026971,0.00090001,0.00097251,0.41626,0.20633,0.20843,0.25871
M-Volume-age:series:16,0.00064263,0.0012002,0.00027794,0.00031188,0.00053301,0.00053646,0.0096861,0.0020244,0.0019393,0.031168,0.031331,0.0079142,0.008015,0.13298,0.12835,0.0007417,0.0020053,0.0018927,0.00038875,0.00034391,0.00531,0.0070042,0.00067522,0.00068279,0.0030988,0.0031614,0.0047601,0.0048522,0.0026045,0.0027083,0.0028925,0.0013417,0.0016046,0.00026533,0.00026701,0.0026803,0.0031294,0.0025647,0.0025863,0.0012406,0.0010867,0.0075492,0.0067139,0.0021421,0.0021209,0.0025388,0.0025705,0.0032321,0.0031077,0.0010397,0.0010186,0.0011991,0.0012057,0.002634,0.0024124,0.004914,0.0047883,0.0014495,0.0014902,0.0046955,0.0044777,0.0080826,0.0078054,0.0052119,0.0048552,0.0015585,0.00168,0.0031622,0.0032148,0.001169,0.0012141,0.013655,0.01404,0.0037622,0.004464,0.0027126,0.0028612,0.00065279,0.00067795,0.0015911,0.0016192,0.0054227,0.0047276,0.010592,0.010113,0.0020554,0.0023995,0.0027874,0.002793,0.0023251,0.0022015,0.00096758,0.00094552,0.0027219,0.0029631,0.0074297,0.0074883,0.0017608,0.0019019,0.0014001,0.0013919,0.0014215,0.0015482,0.0071434,0.0080673,0.0014965,0.0016399,0.0012361,0.0013576,0.0088021,0.0088856,0.0012373,0.0013296,0.00075237,0.00078652,0.010498,0.010473,0.0035118,0.0035757,0.0060227,0.0066466,0.002949,0.0025046,0.0073383,0.0075535,0.0051443,0.0050947,0.0053602,0.0051854,0.0024826,0.0026935,0.00090001,0.00097251,0.41432,0.2057,0.20754,0.26172
M-Volume-age:series:16.5,0.00063951,0.0012002,0.00027794,0.00031188,0.00053301,0.00053646,0.009781,0.0020244,0.0019393,0.031132,0.031294,0.0079346,0.0080437,0.13405,0.1297,0.00073917,0.0020053,0.0018927,0.00038875,0.00034391,0.005284,0.0068159,0.00067522,0.00068279,0.0030981,0.0031611,0.0047605,0.0048541,0.0026045,0.0027083,0.0028925,0.0013417,0.0016046,0.00026533,0.00026701,0.0026797,0.0031275,0.0025644,0.0025863,0.0012407,0.0010869,0.0075164,0.0066939,0.0021422,0.0021208,0.002537,0.0025694,0.0032296,0.0031051,0.0010397,0.0010186,0.0011991,0.0012057,0.0026331,0.0024116,0.0049097,0.0047838,0.0014495,0.0014902,0.0046897,0.0044728,0.008058,0.0077851,0.0052079,0.0048522,0.001558,0.0016793,0.0031591,0.0032122,0.001169,0.0012143,0.013589,0.013963,0.003757,0.0044571,0.0027106,0.0028593,0.00065279,0.00067795,0.0015911,0.0016192,0.0054167,0.0047237,0.010521,0.010066,0.0020558,0.0023993,0.0027859,0.0027914,0.0023226,0.0022001,0.00096758,0.00094552,0.0027201,0.0029614,0.0074087,0.0074662,0.0017608,0.0019019,0.0014001,0.0013919,0.0014212,0.0015479,0.00712,0.0080394,0.0014965,0.0016396,0.0012361,0.0013576,0.0087689,0.0088552,0.0012373,0.0013296,0.00075237,0.00078652,0.010466,0.010437,0.0035098,0.003573,0.0059945,0.0066174,0.0029465,0.0025023,0.0073092,0.0075215,0.0051368,0.0050871,0.0053541,0.0051812,0.0024798,0.0026898,0.00090001,0.00097251,0.41243,0.2045,0.20667,0.26374
M-Volume-age:series:17,0.00063646,0.0012002,0.00027794,0.00031188,0.00053301,0.00053646,0.0098766,0.0020244,0.0019393,0.031094,0.031253,0.0079549,0.008072,0.13396,0.13045,0.00073668,0.0020053,0.0018927,0.00038875,0.00034391,0.0052584,0.0066328,0.00067522,0.00068279,0.0030973,0.0031608,0.0047608,0.0048559,0.0026045,0.0027083,0.0028925,0.0013417,0.0016046,0.00026533,0.00026701,0.002679,0.0031256,0.002564,0.0025863,0.0012408,0.0010872,0.0074837,0.0066739,0.0021421,0.0021205,0.0025352,0.0025682,0.003227,0.0031024,0.0010397,0.0010186,0.0011991,0.0012057,0.002632,0.0024108,0.0049053,0.0047792,0.0014494,0.0014901,0.0046838,0.0044678,0.0080335,0.0077648,0.0052039,0.0048491,0.0015576,0.0016786,0.0031559,0.0032095,0.001169,0.0012144,0.013523,0.013887,0.0037518,0.00445,0.0027084,0.0028573,0.00065279,0.00067795,0.0015911,0.0016192,0.0054105,0.0047196,0.010451,0.01002,0.0020562,0.002399,0.0027844,0.0027897,0.0023201,0.0021986,0.00096758,0.00094552,0.0027182,0.0029597,0.0073877,0.0074441,0.0017608,0.0019019,0.0014001,0.0013919,0.0014209,0.0015476,0.0070964,0.0080116,0.0014965,0.0016392,0.0012361,0.0013576,0.0087359,0.008825,0.0012372,0.0013295,0.00075237,0.00078652,0.010434,0.010402,0.0035077,0.0035702,0.0059662,0.0065883,0.0029439,0.0025,0.00728,0.0074893,0.0051293,0.0050795,0.005348,0.005177,0.0024769,0.0026861,0.00090001,0.00097251,0.4106,0.2119,0.20581,0.26313
M-Volume-age:series:17.5,0.0006335,0.0012002,0.00027794,0.00031188,0.00053301,0.00053646,0.009971,0.0020244,0.0019393,0.031054,0.031207,0.0079749,0.0080999,0.1369,0.13333,0.00073421,0.0020053,0.0018927,0.00038875,0.00034391,0.0052343,0.0064587,0.00067522,0.00068279,0.0030965,0.0031604,0.0047611,0.0048576,0.0026045,0.0027083,0.0028925,0.0013417,0.0016046,0.00026533,0.00026701,0.0026783,0.0031236,0.0025636,0.0025863,0.0012408,0.0010873,0.0074512,0.006654,0.0021421,0.0021203,0.0025333,0.002567,0.0032244,0.0030996,0.0010397,0.0010186,0.0011991,0.0012057,0.0026309,0.0024099,0.004901,0.0047746,0.0014493,0.0014899,0.0046778,0.0044628,0.0080092,0.0077445,0.0051998,0.004846,0.0015571,0.0016778,0.0031526,0.0032068,0.001169,0.0012146,0.013457,0.013812,0.0037465,0.004443,0.0027062,0.0028553,0.00065279,0.00067795,0.0015911,0.0016192,0.0054042,0.0047154,0.010383,0.0099741,0.0020565,0.0023986,0.0027828,0.002788,0.0023175,0.0021971,0.00096758,0.00094552,0.0027163,0.002958,0.0073667,0.007422,0.0017608,0.0019019,0.0014001,0.0013919,0.0014205,0.0015472,0.0070728,0.007984,0.0014964,0.0016388,0.0012361,0.0013576,0.0087031,0.008795,0.0012372,0.0013294,0.00075237,0.00078652,0.010402,0.010367,0.0035055,0.0035673,0.005938,0.0065591,0.0029413,0.0024976,0.0072508,0.0074569,0.0051217,0.0050718,0.0053418,0.0051728,0.002474,0.0026823,0.00090001,0.00097251,0.40881,0.20182,0.20498,0.27093
M-Volume-age:series:18,0.00063063,0.0012002,0.00027794,0.00031188,0.00053301,0.00053646,0.010063,0.0020244,0.0019393,0.031012,0.031157,0.0079945,0.0081271,0.13778,0.13471,0.00073178,0.0020053,0.0018927,0.00038875,0.00034391,0.0052127,0.006297,0.00067522,0.00068279,0.0030956,0.00316,0.0047612,0.0048593,0.0026045,0.0027083,0.0028925,0.0013417,0.0016046,0.00026533,0.00026701,0.0026774,0.0031215,0.0025631,0.0025863,0.0012407,0.0010875,0.007419,0.006634,0.002142,0.0021199,0.0025313,0.0025657,0.0032217,0.0030968,0.0010397,0.0010186,0.0011991,0.0012057,0.0026296,0.0024089,0.0048965,0.00477,0.0014491,0.0014898,0.0046718,0.0044577,0.0079852,0.0077243,0.0051956,0.0048428,0.0015565,0.0016769,0.0031493,0.003204,0.001169,0.0012147,0.013393,0.013738,0.0037411,0.0044358,0.002704,0.0028531,0.00065279,0.00067795,0.0015911,0.0016192,0.0053978,0.0047112,0.010317,0.0099294,0.0020567,0.0023982,0.0027811,0.0027862,0.0023149,0.0021956,0.00096758,0.00094552,0.0027143,0.0029561,0.0073458,0.0074,0.0017608,0.0019019,0.0014001,0.0013919,0.0014201,0.0015468,0.0070492,0.0079565,0.0014963,0.0016384,0.0012361,0.0013576,0.0086705,0.0087652,0.0012371,0.0013292,0.00075237,0.00078652,0.01037,0.010331,0.0035033,0.0035645,0.00591,0.0065301,0.0029386,0.0024951,0.0072215,0.0074245,0.0051141,0.0050642,0.0053356,0.0051685,0.002471,0.0026785,0.00090001,0.00097251,0.40707,0.20187,0.20417,0.27268
M-Volume-age:series:18.5,0.00062784,0.0012002,0.00027794,0.00031188,0.00053301,0.00053646,0.01015,0.0020244,0.0019393,0.030969,0.031103,0.0080137,0.0081533,0.13843,0.13588,0.00072938,0.0020053,0.0018927,0.00038875,0.00034391,0.0051948,0.0061507,0.00067522,0.00068279,0.0030947,0.0031595,0.0047613,0.0048609,0.0026045,0.0027083,0.0028925,0.0013417,0.0016046,0.00026533,0.00026701,0.0026766,0.0031193,0.0025626,0.0025863,0.0012407,0.0010876,0.007387,0.0066141,0.0021418,0.0021195,0.0025293,0.0025643,0.0032189,0.003094,0.0010397,0.0010186,0.0011991,0.0012057,0.0026283,0.0024078,0.0048921,0.0047653,0.0014489,0.0014895,0.0046658,0.0044526,0.0079614,0.0077041,0.0051914,0.0048395,0.0015558,0.0016759,0.0031459,0.0032012,0.001169,0.0012148,0.013331,0.013666,0.0037357,0.0044286,0.0027017,0.002851,0.00065279,0.00067795,0.0015911,0.0016192,0.0053913,0.0047068,0.010252,0.0098856,0.0020569,0.0023978,0.0027794,0.0027843,0.0023122,0.002194,0.00096758,0.00094552,0.0027123,0.0029543,0.0073249,0.0073781,0.0017608,0.0019019,0.0014001,0.0013919,0.0014196,0.0015463,0.0070256,0.0079291,0.0014961,0.0016379,0.0012361,0.0013576,0.0086382,0.0087357,0.0012369,0.0013291,0.00075237,0.00078652,0.010338,0.010296,0.0035011,0.0035615,0.005882,0.0065012,0.0029359,0.0024926,0.0071923,0.0073921,0.0051065,0.0050565,0.0053293,0.0051641,0.0024679,0.0026746,0.00090001,0.00097251,0.40538,0.19996,0.20337,0.2743
M-Volume-age:series:19,0.00062515,0.0012002,0.00027794,0.00031188,0.00053301,0.00053646,0.010233,0.0020244,0.0019393,0.030924,0.031045,0.0080322,0.0081784,0.13733,0.13551,0.00072703,0.0020053,0.0018927,0.00038875,0.00034391,0.0051814,0.0060224,0.00067522,0.00068279,0.0030937,0.0031589,0.0047613,0.0048624,0.0026045,0.0027083,0.0028925,0.0013417,0.0016046,0.00026533,0.00026701,0.0026756,0.0031171,0.002562,0.0025863,0.0012405,0.0010876,0.0073553,0.0065942,0.0021416,0.0021191,0.0025273,0.0025629,0.0032161,0.003091,0.0010397,0.0010186,0.0011991,0.0012057,0.0026269,0.0024066,0.0048876,0.0047605,0.0014487,0.0014892,0.0046598,0.0044474,0.0079379,0.0076841,0.0051871,0.0048362,0.0015551,0.0016749,0.0031425,0.0031983,0.001169,0.0012149,0.013269,0.013595,0.0037303,0.0044214,0.0026993,0.0028487,0.00065279,0.00067795,0.0015911,0.0016192,0.0053847,0.0047024,0.010189,0.0098426,0.002057,0.0023972,0.0027776,0.0027824,0.0023094,0.0021924,0.00096758,0.00094552,0.0027102,0.0029523,0.0073042,0.0073563,0.0017608,0.0019019,0.0014001,0.0013919,0.0014191,0.0015458,0.0070021,0.0079021,0.001496,0.0016373,0.0012361,0.0013576,0.0086062,0.0087064,0.0012368,0.0013289,0.00075237,0.00078652,0.010306,0.010261,0.0034988,0.0035585,0.0058543,0.0064725,0.0029331,0.00249,0.0071632,0.0073597,0.0050989,0.0050488,0.005323,0.0051597,0.0024648,0.0026706,0.00090001,0.00097251,0.40375,0.19756,0.2026,0.27282
M-Volume-age:series:19.5,0.00062256,0.0012002,0.00027794,0.00031188,0.00053301,0.00053646,0.010309,0.0020244,0.0019393,0.030878,0.030983,0.00805,0.0082023,0.13531,0.13386,0.00072471,0.0020053,0.0018927,0.00038875,0.00034391,0.0051735,0.0059144,0.00067522,0.00068279,0.0030926,0.0031583,0.0047612,0.0048638,0.0026045,0.0027083,0.0028925,0.0013417,0.0016046,0.00026533,0.00026701,0.0026746,0.0031148,0.0025614,0.0025863,0.0012404,0.0010877,0.0073239,0.0065745,0.0021414,0.0021186,0.0025252,0.0025614,0.0032132,0.003088,0.0010397,0.0010186,0.0011991,0.0012057,0.0026254,0.0024054,0.004883,0.0047558,0.0014484,0.0014889,0.0046537,0.0044422,0.0079146,0.0076641,0.0051827,0.0048328,0.0015544,0.0016739,0.003139,0.0031954,0.001169,0.001215,0.013208,0.013525,0.0037248,0.0044141,0.0026968,0.0028464,0.00065279,0.00067795,0.0015911,0.0016192,0.005378,0.0046978,0.010129,0.0098006,0.0020571,0.0023966,0.0027758,0.0027805,0.0023067,0.0021907,0.00096758,0.00094552,0.002708,0.0029503,0.0072835,0.0073345,0.0017608,0.0019019,0.0014001,0.0013919,0.0014185,0.0015452,0.0069786,0.0078752,0.0014957,0.0016367,0.0012361,0.0013576,0.0085745,0.0086775,0.0012366,0.0013286,0.00075237,0.00078652,0.010274,0.010227,0.0034965,0.0035555,0.0058267,0.0064439,0.0029302,0.0024874,0.0071342,0.0073273,0.0050913,0.0050411,0.0053167,0.0051553,0.0024616,0.0026666,0.00090001,0.00097251,0.40216,0.19794,0.20185,0.26919
