fragment_description,3rd Ventricle,4th Ventricle,Right Accumbens Area,Left Accumbens Area,Right Amygdala,Left Amygdala,Brain Stem,Right Caudate,Left Caudate,Right Cerebellum Exterior,Left Cerebellum Exterior,Right Cerebellum White Matter,Left Cerebellum White Matter,Right Cerebral White Matter,Left Cerebral White Matter,CSF,Right Hippocampus,Left Hippocampus,Right Inf Lat Vent,Left Inf Lat Vent,Right Lateral Ventricle,Left Lateral Ventricle,Right Pallidum,Left Pallidum,Right Putamen,Left Putamen,Right Thalamus Proper,Left Thalamus Proper,Right Ventral DC,Left Ventral DC,Cerebellar Vermal Lobules I-V,Cerebellar Vermal Lobules VI-VII,Total Cerebral White Matter,Cerebellar Vermal Lobules VIII-X,Left Basal Forebrain,Right Basal Forebrain,Right ACgG anterior cingulate gyrus,Left ACgG anterior cingulate gyrus,Right AIns anterior insula,Left AIns anterior insula,Right AOrG anterior orbital gyrus,Left AOrG anterior orbital gyrus,Right AnG angular gyrus,Left AnG angular gyrus,Right Calc calcarine cortex,Left Calc calcarine cortex,Right CO central operculum,Left CO central operculum,Right Cun cuneus,Left Cun cuneus,Right Ent entorhinal area,Left Ent entorhinal area,Right FO frontal operculum,Left FO frontal operculum,Right FRP frontal pole,Left FRP frontal pole,Right FuG fusiform gyrus,Left FuG fusiform gyrus,Right GRe gyrus rectus,Left GRe gyrus rectus,Right IOG inferior occipital gyrus,Left IOG inferior occipital gyrus,Right ITG inferior temporal gyrus,Left ITG inferior temporal gyrus,Right LiG lingual gyrus,Left LiG lingual gyrus,Right LOrG lateral orbital gyrus,Left LOrG lateral orbital gyrus,Right MCgG middle cingulate gyrus,Left MCgG middle cingulate gyrus,Right MFC medial frontal cortex,Left MFC medial frontal cortex,Right MFG middle frontal gyrus,Left MFG middle frontal gyrus,Right MOG middle occipital gyrus,Left MOG middle occipital gyrus,Left MOrG medial orbital gyrus,Right MOrG medial orbital gyrus,Right MPoG postcentral gyrus medial segment,Left MPoG postcentral gyrus medial segment,Right MPrG precentral gyrus medial segment,Left MPrG precentral gyrus medial segment,Right MSFG superior frontal gyrus medial segment,Left MSFG superior frontal gyrus medial segment,Right MTG middle temporal gyrus,Left MTG middle temporal gyrus,Right OCP occipital pole,Left OCP occipital pole,Right OFuG occipital fusiform gyrus,Left OFuG occipital fusiform gyrus,Right OpIFG opercular part of the inferior frontal gyrus,Left OpIFG opercular part of the inferior frontal gyrus,Right OrIFG orbital part of the inferior frontal gyrus,Left OrIFG orbital part of the inferior frontal gyrus,Right PCgG posterior cingulate gyrus,Left PCgG posterior cingulate gyrus,Right PCu precuneus,Left PCu precuneus,Right PHG parahippocampal gyrus,Left PHG parahippocampal gyrus,Right PIns posterior insula,Left PIns posterior insula,Right PO parietal operculum,Left PO parietal operculum,Right PoG postcentral gyrus,Left PoG postcentral gyrus,Right POrG posterior orbital gyrus,Left POrG posterior orbital gyrus,Right PP planum polare,Left PP planum polare,Right PrG precentral gyrus,Left PrG precentral gyrus,Right PT planum temporale,Left PT planum temporale,Right SCA subcallosal area,Left SCA subcallosal area,Right SFG superior frontal gyrus,Left SFG superior frontal gyrus,Right SMC supplementary motor cortex,Left SMC supplementary motor cortex,Right SMG supramarginal gyrus,Left SMG supramarginal gyrus,Right SOG superior occipital gyrus,Left SOG superior occipital gyrus,Right SPL superior parietal lobule,Left SPL superior parietal lobule,Right STG superior temporal gyrus,Left STG superior temporal gyrus,Right TMP temporal pole,Left TMP temporal pole,Right TrIFG triangular part of the inferior frontal gyrus,Left TrIFG triangular part of the inferior frontal gyrus,Right TTG transverse temporal gyrus,Left TTG transverse temporal gyrus,Total Cerebral Grey Matter,Right Cerebral Grey Matter,Left Cerebral Grey Matter
M-volume-age:range:min:82,0.0007488975,0.0010166728,0.0001840459,0.0002121829,0.0003791846,0.0003805756,0.0100928866,0.0018068043,0.0017320302,0.0253157501,0.02461293,0.0074026674,0.0073486328,0.1110328287,0.1088577583,0.0006170815,0.0016276782,0.001507644,0.0003940954,0.000287872,0.0040625868,0.0049249059,0.0005665447,0.0005722708,0.0025324505,0.0026332561,0.003845973,0.004015201,0.0024194929,0.0025319047,0.0027047716,0.0012741226,0.2198905871,0.0012667789,0.0002085583,0.0001966381,0.0024643209,0.0025027559,0.0020297109,0.0021973956,0.0008880083,0.0008217914,0.0058348387,0.0052136172,0.0018764151,0.0017572322,0.0021688214,0.0023275825,0.0025038549,0.0025619095,0.0006520809,0.0006428436,0.0010821058,0.0010954223,0.0020366158,0.0018780243,0.0038042874,0.0037220607,0.00103885,0.0010998775,0.0037903681,0.0036048541,0.005971218,0.0057984484,0.004535112,0.0042728463,0.0011844,0.0011948038,0.0024295335,0.0024884021,0.0009131277,0.0009204033,0.0096396918,0.0101990114,0.0029308433,0.0037192109,0.0022299287,0.0020284457,0.0005878737,0.0006113499,0.0014311822,0.0015017612,0.0042540556,0.0037003003,0.0073352374,0.0073857713,0.0017546029,0.0019622349,0.0024713984,0.0023972767,0.0019908126,0.0017284536,0.0007477928,0.0007465212,0.0022611871,0.0023676949,0.0059051128,0.0061226278,0.0015254413,0.0016339127,0.0012382371,0.0012355577,0.0010716957,0.0011927729,0.0059242959,0.006397699,0.0012140242,0.0012557293,0.0011488141,0.0011620661,0.0067210995,0.0065941052,0.0009786404,0.0008892616,0.0006759339,0.0007118862,0.0073991753,0.0075842722,0.002959369,0.0028623757,0.0041708666,0.0047248772,0.0023394588,0.0020772003,0.0056676398,0.0054965983,0.0039132218,0.0037922351,0.0033461912,0.00326141,0.0019870524,0.0021781128,0.0008121774,0.0008193407,0.3221066808,0.1597085367,0.162398144
M-volume-age:range:max:82,0.0013326991,0.0012326185,0.0002680296,0.0003171511,0.0005310595,0.0005498683,0.0114166375,0.0023633694,0.0024462147,0.028229673,0.0282585762,0.0082278545,0.0081989834,0.1407635056,0.1401946128,0.0015292723,0.002157357,0.00200985,0.0013322761,0.001269614,0.0187548984,0.0199253172,0.0007255127,0.0007833159,0.0029944046,0.0032423662,0.0046873923,0.004891369,0.0027032004,0.0027785756,0.0029701414,0.0013268339,0.2809581184,0.0018049996,0.0002603427,0.0002638866,0.0029137883,0.0031765844,0.0026076092,0.0029599128,0.0011260409,0.0009968793,0.0066758074,0.0061968993,0.0022191217,0.0021028712,0.0024829549,0.0024912575,0.00300199,0.0032435892,0.0010744483,0.0010335665,0.0012341862,0.0012461904,0.0024846942,0.002351918,0.004643873,0.0045853826,0.0013661003,0.0014147948,0.0045651457,0.0044427464,0.0075714926,0.0074328676,0.0050554089,0.0048067463,0.0014686183,0.0015022183,0.0031132959,0.0030834134,0.0011824477,0.0012175716,0.0119084351,0.0119761736,0.0034455152,0.0044537023,0.0026460675,0.0025565811,0.0006794988,0.0007494884,0.0016134947,0.0018664922,0.0053544359,0.0046748848,0.0094064897,0.0097410619,0.0019164479,0.0024756543,0.0028029491,0.0026621701,0.0021807462,0.0021823842,0.0010737907,0.0009766266,0.0027388412,0.0029067953,0.0068269905,0.0064584894,0.0018745592,0.0020116705,0.0016063944,0.0015372638,0.0012714368,0.0014113331,0.0067578772,0.0070548396,0.0015148255,0.001564086,0.0012645803,0.0015986546,0.0077206261,0.0083808301,0.0011253115,0.0012636067,0.0008341968,0.0009223027,0.0093863322,0.0089026016,0.0036977575,0.0036510118,0.0050435304,0.0056968083,0.0026287314,0.0023901226,0.006672099,0.0066599004,0.0045895934,0.0048093575,0.0050570282,0.0047460821,0.0022586165,0.0023565568,0.000852594,0.0010300235,0.3663750842,0.1821765114,0.1841985728
M-volume-age:series:83,0.0013587582,0.001336774,0.0002466362,0.0002908618,0.000507717,0.0005293938,0.009660423,0.0021734009,0.0020798181,0.0245093299,0.0249935679,0.0067638038,0.0069421527,0.1231874846,0.1224691687,0.0013198566,0.0019384863,0.0018351371,0.0008077373,0.0006662876,0.0151084344,0.0172342568,0.0006035394,0.0006236432,0.0027929158,0.0028873368,0.0042339432,0.0043978869,0.0024211974,0.0025183599,0.0029022294,0.0012831776,0.2456566533,0.0013856704,0.0002613669,0.0002607754,0.0027674942,0.0030470623,0.0025730329,0.0027935472,0.0010285179,0.000929684,0.0061958438,0.0053730616,0.00176218,0.0017008149,0.0024523116,0.0026266558,0.0028931358,0.0027311256,0.0010367219,0.001029363,0.0011868903,0.001191767,0.0023191881,0.0021041288,0.0043076174,0.004322177,0.0013249727,0.0013180803,0.0038379539,0.0037932314,0.0068308278,0.0067765531,0.0045058086,0.004261527,0.0012445481,0.0014178356,0.0029601027,0.0030652301,0.0011209627,0.0011521902,0.011712062,0.0116818273,0.0031822864,0.0035694328,0.0024978385,0.0023408269,0.000652934,0.0006379927,0.0015214252,0.001452825,0.0049811959,0.0044860442,0.008493458,0.0079426927,0.0016512935,0.0019713008,0.0023124442,0.0023606985,0.0020286914,0.0020101241,0.000843928,0.0009109772,0.0024738585,0.0027900075,0.006882019,0.0071817947,0.0017885044,0.0019381929,0.001580756,0.001589675,0.001367159,0.0014751539,0.0062272281,0.0066371941,0.0013016777,0.0015585469,0.001322064,0.0015476571,0.0075360882,0.0073299165,0.0011142166,0.0011646279,0.0008380315,0.0008792859,0.009001255,0.0088965104,0.0034535619,0.0033290293,0.0049691583,0.0054632676,0.0023935923,0.0020259436,0.0061077387,0.0066346459,0.0044379511,0.0044768731,0.0048570901,0.0047488469,0.0021520761,0.0022622047,0.00086377,0.0009369864,0.3533610178,0.1759156554,0.1774453624
M-volume-age:range:min:83,0.0010849952,0.0012059463,0.0002163604,0.0002538712,0.0004747383,0.0004719913,0.0094341126,0.002068953,0.0020060447,0.0236094298,0.0244728694,0.0063505119,0.0067205195,0.1151027911,0.1151572565,0.0010391297,0.0018944672,0.001819179,0.0006982267,0.0005410173,0.0145529444,0.01651312,0.0005786849,0.0005916669,0.0027618095,0.0027676982,0.0041368011,0.0043081076,0.0023659965,0.002434497,0.0028567672,0.0012416043,0.2302600476,0.0013797007,0.0002379315,0.0002395797,0.0026831163,0.0028951627,0.0024920335,0.0027336626,0.0009154362,0.0007767119,0.0058392264,0.0051980807,0.0014846399,0.0016061783,0.0024158962,0.0025646309,0.0026211724,0.0026224722,0.0009778823,0.0009554628,0.0010661855,0.0011519251,0.0022168709,0.0019117826,0.0041791513,0.004179782,0.0012474877,0.0012330707,0.0035339317,0.0033979389,0.0062718265,0.0065196395,0.0043115449,0.0039586249,0.0010853183,0.0012013144,0.0028547256,0.0029612605,0.0010042049,0.0010099883,0.0108408684,0.0106783701,0.0029157388,0.0034458714,0.0023158851,0.0021660044,0.0006173867,0.000577701,0.0013132096,0.0013893228,0.0046260595,0.0042395361,0.0075864628,0.0076249545,0.0015130587,0.0017802237,0.002094583,0.0021176584,0.0019326784,0.0019309652,0.00072021,0.0008154759,0.002327988,0.0025866743,0.0064707141,0.0065879564,0.0017280556,0.0018645587,0.0015246887,0.00155422,0.0012190046,0.0012597953,0.005838296,0.006344761,0.0011558806,0.0013737813,0.0012853929,0.0015339253,0.0070846171,0.0069155838,0.0010535908,0.001145106,0.0007827673,0.0008262956,0.008885761,0.0087435002,0.0032209169,0.0030828229,0.0047053411,0.0052978973,0.0022139708,0.0019372741,0.0054370537,0.0065770919,0.0041861304,0.004274983,0.0046383641,0.004431285,0.0019367833,0.0020624665,0.0008329881,0.0009128544,0.3365949438,0.1678261746,0.1687687692
M-volume-age:range:max:83,0.0016543706,0.0014762477,0.0002679774,0.0003200102,0.0005635631,0.0005659415,0.0097758991,0.0022826171,0.0021841862,0.0257852204,0.0256712425,0.0073811034,0.0072264739,0.1303167104,0.1284233744,0.0015631155,0.0019752949,0.0018513566,0.0009041203,0.0008670152,0.0154973521,0.0185167153,0.0006176004,0.0006628207,0.0028211021,0.0029575605,0.0043230774,0.0045046263,0.0024717513,0.0025945959,0.0029295834,0.0013457799,0.2587400847,0.0013895936,0.0002796872,0.0002770628,0.0028459819,0.0031556061,0.0026804171,0.0028844834,0.0011192849,0.0010502275,0.0067284441,0.0055037963,0.0021012217,0.001823079,0.0025217744,0.0027380526,0.0032740671,0.0028899598,0.0011286768,0.0010754979,0.0013172058,0.0012215959,0.0025104447,0.0022726112,0.0044404483,0.0044661151,0.0013939451,0.0013719668,0.0040670311,0.004139713,0.0074285505,0.0069382276,0.0046280238,0.0046120237,0.0013602366,0.0016700675,0.0031551653,0.0031528147,0.0011882392,0.0012501775,0.0127022709,0.0128419651,0.003514505,0.003726716,0.002627693,0.0025484938,0.0006724093,0.000690515,0.0017374927,0.001487878,0.0052351785,0.0046455058,0.0091006786,0.0082868812,0.0017956975,0.0021970384,0.0024268999,0.0025000233,0.0021785387,0.0020824181,0.0009675955,0.00096898,0.0025720974,0.0030349489,0.0073004941,0.007584338,0.0018949227,0.0020264134,0.0016131138,0.0016494421,0.0015291902,0.0016397099,0.0064285641,0.0071332795,0.0013854205,0.0016716603,0.0013767166,0.0015626474,0.008288221,0.0077445969,0.0011561719,0.0011949974,0.0009310446,0.0009275109,0.0091653486,0.0091085546,0.0037073012,0.0036333193,0.0053398817,0.0057319872,0.0025025089,0.0021044444,0.0069616391,0.006731563,0.0045942813,0.0048318361,0.0051908485,0.0051876722,0.002308916,0.0023727804,0.0008966266,0.0009517202,0.3639355524,0.1804611939,0.1834743585
M-volume-age:series:85,0.0014080007,0.0014453169,0.0002802809,0.0002903079,0.0005622686,0.0004951818,0.0107775937,0.0019140058,0.0018683714,0.0261177406,0.0259737478,0.0081049927,0.0082036632,0.1263953823,0.1263101204,0.001017987,0.0020550215,0.0018186336,0.0004750266,0.0003968495,0.012265427,0.015983975,0.0005799037,0.0006825526,0.0026972035,0.0027117182,0.0042673517,0.0044235972,0.0026605428,0.0027835128,0.0029499205,0.0013161319,0.2527055026,0.0015447522,0.0002571067,0.0002754114,0.0024762337,0.0029542563,0.0023597644,0.0022625393,0.0011379296,0.0009336521,0.006183442,0.0059403252,0.0021035044,0.0020815862,0.0024799864,0.0023298282,0.0028701628,0.0025014012,0.0010271791,0.0008791334,0.0011803143,0.0010543279,0.0025502059,0.0021686248,0.0042789099,0.0038715188,0.0012884306,0.0013158507,0.0038237668,0.0036893139,0.0065372624,0.0058541462,0.0046603816,0.0043184305,0.0013552655,0.0013106372,0.0028903105,0.0026992332,0.0011069629,0.0011347186,0.0112604972,0.0105738369,0.0031771822,0.0039963214,0.0023605635,0.0022166943,0.0005882839,0.0007631861,0.0015542811,0.0018056955,0.0050632938,0.0043934748,0.0076912483,0.007895769,0.0017255665,0.002220634,0.0023461385,0.0024811039,0.0020986367,0.0019976608,0.0009265628,0.0008196151,0.0023305996,0.0026460678,0.0063975539,0.0066688293,0.0018615427,0.001777036,0.0014741221,0.0014358219,0.0012693604,0.0014656871,0.005789213,0.0066370923,0.0012969075,0.0013295676,0.001267638,0.0013811588,0.0069638985,0.007240511,0.0010767036,0.0012116511,0.0008215788,0.0008547332,0.0088508613,0.009362275,0.0029291878,0.0033420492,0.004906102,0.0052062353,0.0024859218,0.0023061876,0.0061753195,0.0065136717,0.0038355559,0.0041307757,0.0046930359,0.0044154317,0.001975508,0.0023318338,0.000838862,0.0010290825,0.3447139261,0.171471556,0.1732423701
M-volume-age:range:min:85,0.0014080007,0.0014453169,0.0002802809,0.0002903079,0.0005622686,0.0004951818,0.0107775937,0.0019140058,0.0018683714,0.0261177406,0.0259737478,0.0081049927,0.0082036632,0.1263953823,0.1263101204,0.001017987,0.0020550215,0.0018186336,0.0004750266,0.0003968495,0.012265427,0.015983975,0.0005799037,0.0006825526,0.0026972035,0.0027117182,0.0042673517,0.0044235972,0.0026605428,0.0027835128,0.0029499205,0.0013161319,0.2527055026,0.0015447522,0.0002571067,0.0002754114,0.0024762337,0.0029542563,0.0023597644,0.0022625393,0.0011379296,0.0009336521,0.006183442,0.0059403252,0.0021035044,0.0020815862,0.0024799864,0.0023298282,0.0028701628,0.0025014012,0.0010271791,0.0008791334,0.0011803143,0.0010543279,0.0025502059,0.0021686248,0.0042789099,0.0038715188,0.0012884306,0.0013158507,0.0038237668,0.0036893139,0.0065372624,0.0058541462,0.0046603816,0.0043184305,0.0013552655,0.0013106372,0.0028903105,0.0026992332,0.0011069629,0.0011347186,0.0112604972,0.0105738369,0.0031771822,0.0039963214,0.0023605635,0.0022166943,0.0005882839,0.0007631861,0.0015542811,0.0018056955,0.0050632938,0.0043934748,0.0076912483,0.007895769,0.0017255665,0.002220634,0.0023461385,0.0024811039,0.0020986367,0.0019976608,0.0009265628,0.0008196151,0.0023305996,0.0026460678,0.0063975539,0.0066688293,0.0018615427,0.001777036,0.0014741221,0.0014358219,0.0012693604,0.0014656871,0.005789213,0.0066370923,0.0012969075,0.0013295676,0.001267638,0.0013811588,0.0069638985,0.007240511,0.0010767036,0.0012116511,0.0008215788,0.0008547332,0.0088508613,0.009362275,0.0029291878,0.0033420492,0.004906102,0.0052062353,0.0024859218,0.0023061876,0.0061753195,0.0065136717,0.0038355559,0.0041307757,0.0046930359,0.0044154317,0.001975508,0.0023318338,0.000838862,0.0010290825,0.3447139261,0.171471556,0.1732423701
M-volume-age:range:max:85,0.0014080007,0.0014453169,0.0002802809,0.0002903079,0.0005622686,0.0004951818,0.0107775937,0.0019140058,0.0018683714,0.0261177406,0.0259737478,0.0081049927,0.0082036632,0.1263953823,0.1263101204,0.001017987,0.0020550215,0.0018186336,0.0004750266,0.0003968495,0.012265427,0.015983975,0.0005799037,0.0006825526,0.0026972035,0.0027117182,0.0042673517,0.0044235972,0.0026605428,0.0027835128,0.0029499205,0.0013161319,0.2527055026,0.0015447522,0.0002571067,0.0002754114,0.0024762337,0.0029542563,0.0023597644,0.0022625393,0.0011379296,0.0009336521,0.006183442,0.0059403252,0.0021035044,0.0020815862,0.0024799864,0.0023298282,0.0028701628,0.0025014012,0.0010271791,0.0008791334,0.0011803143,0.0010543279,0.0025502059,0.0021686248,0.0042789099,0.0038715188,0.0012884306,0.0013158507,0.0038237668,0.0036893139,0.0065372624,0.0058541462,0.0046603816,0.0043184305,0.0013552655,0.0013106372,0.0028903105,0.0026992332,0.0011069629,0.0011347186,0.0112604972,0.0105738369,0.0031771822,0.0039963214,0.0023605635,0.0022166943,0.0005882839,0.0007631861,0.0015542811,0.0018056955,0.0050632938,0.0043934748,0.0076912483,0.007895769,0.0017255665,0.002220634,0.0023461385,0.0024811039,0.0020986367,0.0019976608,0.0009265628,0.0008196151,0.0023305996,0.0026460678,0.0063975539,0.0066688293,0.0018615427,0.001777036,0.0014741221,0.0014358219,0.0012693604,0.0014656871,0.005789213,0.0066370923,0.0012969075,0.0013295676,0.001267638,0.0013811588,0.0069638985,0.007240511,0.0010767036,0.0012116511,0.0008215788,0.0008547332,0.0088508613,0.009362275,0.0029291878,0.0033420492,0.004906102,0.0052062353,0.0024859218,0.0023061876,0.0061753195,0.0065136717,0.0038355559,0.0041307757,0.0046930359,0.0044154317,0.001975508,0.0023318338,0.000838862,0.0010290825,0.3447139261,0.171471556,0.1732423701
M-volume-age:series:86,0.001281043,0.0012656073,0.0002823812,0.0003138543,0.0004946719,0.0004864619,0.0091102694,0.0021188363,0.0019718361,0.0258015311,0.0247906522,0.0066855739,0.0064925999,0.1221288728,0.1208491802,0.0009954967,0.0020964605,0.0018441447,0.0005004973,0.0005333524,0.0128993014,0.014052541,0.0005850211,0.0005207802,0.0026903261,0.0027259016,0.0039748251,0.0040940771,0.0023112007,0.0023968772,0.0025584751,0.0012676832,0.2429780529,0.001622104,0.0002517083,0.0002542113,0.0025929098,0.002851733,0.0025054284,0.0026728934,0.0008966637,0.0008308268,0.0064726102,0.0060198817,0.00194931,0.0018023629,0.002406441,0.002846576,0.0028401902,0.0024614612,0.0009416668,0.0008747968,0.0012054309,0.0012522617,0.0022746428,0.0020611354,0.0046442536,0.0042681884,0.0011828494,0.0012623388,0.0047966511,0.0042869883,0.007254562,0.0070635447,0.0051379686,0.0048956918,0.0012186264,0.001279708,0.0031614435,0.0030802965,0.001052255,0.0010016615,0.0107450691,0.0106160764,0.0037028206,0.0041472977,0.0023825139,0.0020813754,0.0006038247,0.0007615947,0.0014667699,0.0016494503,0.0048911063,0.0043850758,0.0089253047,0.0092708996,0.0017648576,0.0020957824,0.0027048085,0.0027964256,0.0022888944,0.0023421579,0.0009075292,0.0007693989,0.0027918744,0.0029306092,0.0069484361,0.0067779021,0.001874276,0.0019072143,0.0015819693,0.0015627251,0.0013369543,0.00161225,0.0063439024,0.0073166971,0.0013551182,0.0014081067,0.0014472344,0.0014363636,0.0074126012,0.0079715843,0.0010905504,0.001422024,0.0007332163,0.0007382253,0.0092441472,0.0097486178,0.0031243813,0.003353877,0.0050713329,0.0058595229,0.0024613979,0.002155147,0.0067055857,0.0065586331,0.0046333212,0.0051287441,0.0046240906,0.0042888983,0.0021134902,0.0021086823,0.0009124235,0.0010269689,0.3611779559,0.1792279986,0.1819499573
M-volume-age:range:min:86,0.001281043,0.0012656073,0.0002823812,0.0003138543,0.0004946719,0.0004864619,0.0091102694,0.0021188363,0.0019718361,0.0258015311,0.0247906522,0.0066855739,0.0064925999,0.1221288728,0.1208491802,0.0009954967,0.0020964605,0.0018441447,0.0005004973,0.0005333524,0.0128993014,0.014052541,0.0005850211,0.0005207802,0.0026903261,0.0027259016,0.0039748251,0.0040940771,0.0023112007,0.0023968772,0.0025584751,0.0012676832,0.2429780529,0.001622104,0.0002517083,0.0002542113,0.0025929098,0.002851733,0.0025054284,0.0026728934,0.0008966637,0.0008308268,0.0064726102,0.0060198817,0.00194931,0.0018023629,0.002406441,0.002846576,0.0028401902,0.0024614612,0.0009416668,0.0008747968,0.0012054309,0.0012522617,0.0022746428,0.0020611354,0.0046442536,0.0042681884,0.0011828494,0.0012623388,0.0047966511,0.0042869883,0.007254562,0.0070635447,0.0051379686,0.0048956918,0.0012186264,0.001279708,0.0031614435,0.0030802965,0.001052255,0.0010016615,0.0107450691,0.0106160764,0.0037028206,0.0041472977,0.0023825139,0.0020813754,0.0006038247,0.0007615947,0.0014667699,0.0016494503,0.0048911063,0.0043850758,0.0089253047,0.0092708996,0.0017648576,0.0020957824,0.0027048085,0.0027964256,0.0022888944,0.0023421579,0.0009075292,0.0007693989,0.0027918744,0.0029306092,0.0069484361,0.0067779021,0.001874276,0.0019072143,0.0015819693,0.0015627251,0.0013369543,0.00161225,0.0063439024,0.0073166971,0.0013551182,0.0014081067,0.0014472344,0.0014363636,0.0074126012,0.0079715843,0.0010905504,0.001422024,0.0007332163,0.0007382253,0.0092441472,0.0097486178,0.0031243813,0.003353877,0.0050713329,0.0058595229,0.0024613979,0.002155147,0.0067055857,0.0065586331,0.0046333212,0.0051287441,0.0046240906,0.0042888983,0.0021134902,0.0021086823,0.0009124235,0.0010269689,0.3611779559,0.1792279986,0.1819499573
M-volume-age:range:max:86,0.001281043,0.0012656073,0.0002823812,0.0003138543,0.0004946719,0.0004864619,0.0091102694,0.0021188363,0.0019718361,0.0258015311,0.0247906522,0.0066855739,0.0064925999,0.1221288728,0.1208491802,0.0009954967,0.0020964605,0.0018441447,0.0005004973,0.0005333524,0.0128993014,0.014052541,0.0005850211,0.0005207802,0.0026903261,0.0027259016,0.0039748251,0.0040940771,0.0023112007,0.0023968772,0.0025584751,0.0012676832,0.2429780529,0.001622104,0.0002517083,0.0002542113,0.0025929098,0.002851733,0.0025054284,0.0026728934,0.0008966637,0.0008308268,0.0064726102,0.0060198817,0.00194931,0.0018023629,0.002406441,0.002846576,0.0028401902,0.0024614612,0.0009416668,0.0008747968,0.0012054309,0.0012522617,0.0022746428,0.0020611354,0.0046442536,0.0042681884,0.0011828494,0.0012623388,0.0047966511,0.0042869883,0.007254562,0.0070635447,0.0051379686,0.0048956918,0.0012186264,0.001279708,0.0031614435,0.0030802965,0.001052255,0.0010016615,0.0107450691,0.0106160764,0.0037028206,0.0041472977,0.0023825139,0.0020813754,0.0006038247,0.0007615947,0.0014667699,0.0016494503,0.0048911063,0.0043850758,0.0089253047,0.0092708996,0.0017648576,0.0020957824,0.0027048085,0.0027964256,0.0022888944,0.0023421579,0.0009075292,0.0007693989,0.0027918744,0.0029306092,0.0069484361,0.0067779021,0.001874276,0.0019072143,0.0015819693,0.0015627251,0.0013369543,0.00161225,0.0063439024,0.0073166971,0.0013551182,0.0014081067,0.0014472344,0.0014363636,0.0074126012,0.0079715843,0.0010905504,0.001422024,0.0007332163,0.0007382253,0.0092441472,0.0097486178,0.0031243813,0.003353877,0.0050713329,0.0058595229,0.0024613979,0.002155147,0.0067055857,0.0065586331,0.0046333212,0.0051287441,0.0046240906,0.0042888983,0.0021134902,0.0021086823,0.0009124235,0.0010269689,0.3611779559,0.1792279986,0.1819499573
M-volume-age:series:87,0.0014814422,0.0013043551,0.000237807,0.0002723054,0.0004479803,0.0004533236,0.0097078877,0.0020262849,0.0018920254,0.0257143875,0.0253597555,0.0067258854,0.0066930611,0.1156726894,0.1130218155,0.0016424625,0.0014973278,0.0015536574,0.0009400492,0.0007628665,0.0246042377,0.025281727,0.000537608,0.0005276806,0.0025370144,0.0025634511,0.0039962403,0.0042619043,0.0023545828,0.002414727,0.0027650559,0.001233391,0.2286945049,0.0014959827,0.0002427879,0.0002410986,0.002598637,0.0030537183,0.0026329581,0.0027681137,0.0011613015,0.0009269203,0.0058997877,0.0055609191,0.0020274505,0.0019893947,0.0024604789,0.0024955311,0.0029172718,0.0026762872,0.0008370931,0.0008434807,0.0012588934,0.0012887687,0.0029728605,0.0026147621,0.0044672648,0.0042470977,0.0013194035,0.0013765829,0.003618067,0.0036864325,0.0067959585,0.0066637906,0.0048283396,0.0042542348,0.0014088534,0.0014500847,0.0028930075,0.0030788349,0.0012832841,0.0012421632,0.0105304046,0.0109198058,0.0030040582,0.00378948,0.0024551595,0.0024323757,0.0006942867,0.0006746841,0.0015536839,0.001701416,0.005308136,0.0047153445,0.0083559391,0.0084057221,0.001880321,0.0022683492,0.0024892771,0.0024669022,0.0022163093,0.0023860902,0.0010443955,0.0009704607,0.0024355808,0.0027976031,0.0072401311,0.0070097247,0.001519141,0.0016568881,0.0015219251,0.0015119468,0.0012242249,0.001562543,0.007094254,0.0078277034,0.0013606047,0.0014373401,0.001296377,0.0014206987,0.0078042616,0.0076697353,0.0011439782,0.001276576,0.0007129938,0.0007493514,0.0103249919,0.0098740131,0.0033733378,0.0032597937,0.004750661,0.0052009523,0.0024136608,0.0021015269,0.0066104068,0.0067958315,0.0044278631,0.0041714612,0.0049576277,0.0046417823,0.0023780359,0.002588148,0.0009168449,0.0009917729,0.3579707307,0.1782746334,0.1796960973
